"","site","location","order","family","length","ecomorphology","area_pool","method","human_influence"
"1624","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1625","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1626","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1627","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1628","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1629","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1630","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1631","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1632","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1633","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1634","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1635","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1636","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1637","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1638","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1639","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1640","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1641","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1642","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1643","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1644","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1645","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1646","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1647","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1648","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1649","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1650","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1651","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1652","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1653","Coruz","Pool","Diptera",NA,9,1,511,"intercept_trap",85355.282836696
"1654","Coruz","Pool","Diptera",NA,9,1,511,"intercept_trap",85355.282836696
"1655","Coruz","Pool","Diptera",NA,9,1,511,"intercept_trap",85355.282836696
"1656","Coruz","Pool","Diptera",NA,11,1,511,"intercept_trap",85355.282836696
"1657","Coruz","Pool","Diptera",NA,11,1,511,"intercept_trap",85355.282836696
"1658","Coruz","Pool","Diptera",NA,11,1,511,"intercept_trap",85355.282836696
"1659","Coruz","Pool","Diptera",NA,11,1,511,"intercept_trap",85355.282836696
"1660","Coruz","Pool","Diptera",NA,12,1,511,"intercept_trap",85355.282836696
"1661","Coruz","Pool","Diptera",NA,12,1,511,"intercept_trap",85355.282836696
"1662","Coruz","Pool","Diptera",NA,12,1,511,"intercept_trap",85355.282836696
"1663","Coruz","Pool","Diptera",NA,12,1,511,"intercept_trap",85355.282836696
"1664","Coruz","Pool","Diptera",NA,12,1,511,"intercept_trap",85355.282836696
"1665","Coruz","Pool","Diptera",NA,12,1,511,"intercept_trap",85355.282836696
"1666","Coruz","Pool","Diptera",NA,12,1,511,"intercept_trap",85355.282836696
"1667","Coruz","Pool","Diptera",NA,12,1,511,"intercept_trap",85355.282836696
"1668","Coruz","Pool","Diptera",NA,13,1,511,"intercept_trap",85355.282836696
"1669","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1670","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1671","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1672","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1673","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1674","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1675","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1676","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1677","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1678","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1679","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1680","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1681","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1682","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1683","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1684","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1685","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1686","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1687","Coruz","Pool","Diptera",NA,1,1,511,"intercept_trap",85355.282836696
"1688","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1689","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1690","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1691","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1692","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1693","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1694","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1695","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1696","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1697","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1698","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1699","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1700","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1701","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1702","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1703","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1704","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1705","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1706","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1707","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1708","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1709","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1710","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1711","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1712","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1713","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1714","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1715","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1716","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1717","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1718","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1719","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1720","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1721","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1722","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1723","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1724","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1725","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1726","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1727","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1728","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1729","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1730","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1731","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1732","Coruz","Pool","Diptera",NA,2,1,511,"intercept_trap",85355.282836696
"1733","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1734","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1735","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1736","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1737","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1738","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1739","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1740","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1741","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1742","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1743","Coruz","Pool","Diptera",NA,3,1,511,"intercept_trap",85355.282836696
"1744","Coruz","Pool","Diptera",NA,4,1,511,"intercept_trap",85355.282836696
"1745","Coruz","Pool","Diptera",NA,5,1,511,"intercept_trap",85355.282836696
"1746","Coruz","Pool","Diptera",NA,5,1,511,"intercept_trap",85355.282836696
"1747","Coruz","Pool","Diptera",NA,5,1,511,"intercept_trap",85355.282836696
"1748","Coruz","Pool","Diptera",NA,5,1,511,"intercept_trap",85355.282836696
"1749","Coruz","Pool","Diptera",NA,5,1,511,"intercept_trap",85355.282836696
"1750","Coruz","Pool","Diptera",NA,5,1,511,"intercept_trap",85355.282836696
"1751","Coruz","Pool","Diptera",NA,5,1,511,"intercept_trap",85355.282836696
"1752","Coruz","Pool","Diptera",NA,6,1,511,"intercept_trap",85355.282836696
"1753","Coruz","Pool","Diptera",NA,6,1,511,"intercept_trap",85355.282836696
"1754","Coruz","Pool","Diptera",NA,7,1,511,"intercept_trap",85355.282836696
"1755","Coruz","Pool","Diptera",NA,8,1,511,"intercept_trap",85355.282836696
"1756","Coruz","Pool","Hemiptera",NA,10,1,511,"intercept_trap",85355.282836696
"1757","Coruz","Pool","Hemiptera",NA,11,1,511,"intercept_trap",85355.282836696
"1758","Coruz","Pool","Hymenoptera","Vespidae",11,1,511,"intercept_trap",85355.282836696
"1759","Coruz","Pool","Hymenoptera","Vespidae",12,1,511,"intercept_trap",85355.282836696
"1760","Coruz","Pool","Hymenoptera","Vespidae",12,1,511,"intercept_trap",85355.282836696
"1761","Coruz","Pool","Hymenoptera","Vespidae",20,1,511,"intercept_trap",85355.282836696
"1762","Coruz","Pool","Hymenoptera","Vespidae",22,1,511,"intercept_trap",85355.282836696
"1763","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1764","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1765","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1766","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1767","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1768","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1769","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1770","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1771","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1772","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1773","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1774","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1775","Coruz","Pool","Hymenoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1776","Coruz","Pool","Hymenoptera",NA,2,1,511,"intercept_trap",85355.282836696
"1777","Coruz","Pool","Hymenoptera",NA,2,1,511,"intercept_trap",85355.282836696
"1778","Coruz","Pool","Hymenoptera",NA,2,1,511,"intercept_trap",85355.282836696
"1779","Coruz","Pool","Hymenoptera",NA,4,1,511,"intercept_trap",85355.282836696
"1780","Coruz","Pool","Hymenoptera",NA,5,1,511,"intercept_trap",85355.282836696
"1781","Coruz","Pool","Hymenoptera",NA,6,1,511,"intercept_trap",85355.282836696
"1782","Coruz","Pool","Hymenoptera",NA,7,1,511,"intercept_trap",85355.282836696
"1783","Coruz","Pool","Hymenoptera",NA,8,1,511,"intercept_trap",85355.282836696
"1784","Coruz","Pool","Hymenoptera",NA,10,1,511,"intercept_trap",85355.282836696
"1785","Coruz","Pool","Lepidoptera",NA,7,1,511,"intercept_trap",85355.282836696
"1786","Coruz","Pool","Lepidoptera",NA,8,1,511,"intercept_trap",85355.282836696
"1787","Coruz","Pool","Lepidoptera",NA,9,1,511,"intercept_trap",85355.282836696
"1788","Coruz","Pool","Lepidoptera",NA,15,1,511,"intercept_trap",85355.282836696
"1789","Coruz","Pool","Lepidoptera",NA,15,1,511,"intercept_trap",85355.282836696
"1790","Coruz","Pool","Lepidoptera",NA,16,1,511,"intercept_trap",85355.282836696
"1791","Coruz","Pool","Lepidoptera",NA,17,1,511,"intercept_trap",85355.282836696
"1792","Coruz","Pool","Lepidoptera",NA,19,1,511,"intercept_trap",85355.282836696
"1793","Coruz","Pool","Lepidoptera",NA,20,1,511,"intercept_trap",85355.282836696
"1794","Coruz","Pool","Lepidoptera",NA,22,1,511,"intercept_trap",85355.282836696
"1795","Coruz","Pool","Lepidoptera",NA,22,1,511,"intercept_trap",85355.282836696
"1796","Coruz","Pool","Lepidoptera",NA,22,1,511,"intercept_trap",85355.282836696
"1797","Coruz","Pool","Lepidoptera",NA,23,1,511,"intercept_trap",85355.282836696
"1798","Coruz","Pool","Lepidoptera",NA,23,1,511,"intercept_trap",85355.282836696
"1799","Coruz","Pool","Psocoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1800","Coruz","Pool","Psocoptera",NA,2,1,511,"intercept_trap",85355.282836696
"1801","Coruz","Pool","Thysanoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1802","Coruz","Pool","Thysanoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1803","Coruz","Pool","Thysanoptera",NA,1,1,511,"intercept_trap",85355.282836696
"1804","Gaebelbach","Control","Araneae",NA,1,1,170,"intercept_trap",176955.372871666
"1805","Gaebelbach","Control","Araneae",NA,1,1,170,"intercept_trap",176955.372871666
"1806","Gaebelbach","Control","Araneae",NA,1,1,170,"intercept_trap",176955.372871666
"1807","Gaebelbach","Control","Araneae",NA,2,1,170,"intercept_trap",176955.372871666
"1808","Gaebelbach","Control","Araneae",NA,2,1,170,"intercept_trap",176955.372871666
"1809","Gaebelbach","Control","Araneae",NA,2,1,170,"intercept_trap",176955.372871666
"1810","Gaebelbach","Control","Araneae",NA,3,1,170,"intercept_trap",176955.372871666
"1811","Gaebelbach","Control","Araneae",NA,3,1,170,"intercept_trap",176955.372871666
"1812","Gaebelbach","Control","Araneae",NA,7,1,170,"intercept_trap",176955.372871666
"1813","Gaebelbach","Control","Coleoptera","Curculionidae",2,1,170,"intercept_trap",176955.372871666
"1814","Gaebelbach","Control","Coleoptera","Curculionidae",2,1,170,"intercept_trap",176955.372871666
"1815","Gaebelbach","Control","Coleoptera","Curculionidae",2,1,170,"intercept_trap",176955.372871666
"1816","Gaebelbach","Control","Coleoptera","Curculionidae",3,1,170,"intercept_trap",176955.372871666
"1817","Gaebelbach","Control","Coleoptera","Curculionidae",3,1,170,"intercept_trap",176955.372871666
"1818","Gaebelbach","Control","Coleoptera","Chrysomelidae",2,1,170,"intercept_trap",176955.372871666
"1819","Gaebelbach","Control","Coleoptera","Chrysomelidae",3,1,170,"intercept_trap",176955.372871666
"1820","Gaebelbach","Control","Coleoptera","Chrysomelidae",3,1,170,"intercept_trap",176955.372871666
"1821","Gaebelbach","Control","Coleoptera","Chrysomelidae",3,1,170,"intercept_trap",176955.372871666
"1822","Gaebelbach","Control","Coleoptera","Latridiidae",2,1,170,"intercept_trap",176955.372871666
"1823","Gaebelbach","Control","Coleoptera","Latridiidae",2,1,170,"intercept_trap",176955.372871666
"1824","Gaebelbach","Control","Coleoptera","Latridiidae",2,1,170,"intercept_trap",176955.372871666
"1825","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1826","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1827","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1828","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1829","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1830","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1831","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1832","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1833","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1834","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1835","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1836","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1837","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1838","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1839","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1840","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1841","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1842","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1843","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1844","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1845","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1846","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1847","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1848","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1849","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1850","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1851","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1852","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1853","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1854","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1855","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1856","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1857","Gaebelbach","Control","Coleoptera","Staphylinidae",2,1,170,"intercept_trap",176955.372871666
"1858","Gaebelbach","Control","Coleoptera","Staphylinidae",3,1,170,"intercept_trap",176955.372871666
"1859","Gaebelbach","Control","Coleoptera","Staphylinidae",3,1,170,"intercept_trap",176955.372871666
"1860","Gaebelbach","Control","Coleoptera","Staphylinidae",3,1,170,"intercept_trap",176955.372871666
"1861","Gaebelbach","Control","Coleoptera","Staphylinidae",3,1,170,"intercept_trap",176955.372871666
"1862","Gaebelbach","Control","Coleoptera","Staphylinidae",3,1,170,"intercept_trap",176955.372871666
"1863","Gaebelbach","Control","Coleoptera","Staphylinidae",3,1,170,"intercept_trap",176955.372871666
"1864","Gaebelbach","Control","Coleoptera","Staphylinidae",3,1,170,"intercept_trap",176955.372871666
"1865","Gaebelbach","Control","Coleoptera","Staphylinidae",3,1,170,"intercept_trap",176955.372871666
"1866","Gaebelbach","Control","Coleoptera","Staphylinidae",3,1,170,"intercept_trap",176955.372871666
"1867","Gaebelbach","Control","Coleoptera","Staphylinidae",3,1,170,"intercept_trap",176955.372871666
"1868","Gaebelbach","Control","Coleoptera","Staphylinidae",4,1,170,"intercept_trap",176955.372871666
"1869","Gaebelbach","Control","Coleoptera","Staphylinidae",4,1,170,"intercept_trap",176955.372871666
"1870","Gaebelbach","Control","Coleoptera","Staphylinidae",4,1,170,"intercept_trap",176955.372871666
"1871","Gaebelbach","Control","Coleoptera","Staphylinidae",5,1,170,"intercept_trap",176955.372871666
"1872","Gaebelbach","Control","Coleoptera","Staphylinidae",5,1,170,"intercept_trap",176955.372871666
"1873","Gaebelbach","Control","Coleoptera",NA,2,1,170,"intercept_trap",176955.372871666
"1874","Gaebelbach","Control","Coleoptera",NA,2,1,170,"intercept_trap",176955.372871666
"1875","Gaebelbach","Control","Coleoptera",NA,3,1,170,"intercept_trap",176955.372871666
"1876","Gaebelbach","Control","Coleoptera",NA,8,1,170,"intercept_trap",176955.372871666
"1877","Gaebelbach","Control","Coleoptera",NA,20,1,170,"intercept_trap",176955.372871666
"1878","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1879","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1880","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1881","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1882","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1883","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1884","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1885","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1886","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1887","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1888","Gaebelbach","Control","Diptera",NA,3,1,170,"intercept_trap",176955.372871666
"1889","Gaebelbach","Control","Diptera",NA,3,1,170,"intercept_trap",176955.372871666
"1890","Gaebelbach","Control","Diptera",NA,4,1,170,"intercept_trap",176955.372871666
"1891","Gaebelbach","Control","Diptera",NA,4,1,170,"intercept_trap",176955.372871666
"1892","Gaebelbach","Control","Diptera",NA,4,1,170,"intercept_trap",176955.372871666
"1893","Gaebelbach","Control","Diptera",NA,5,1,170,"intercept_trap",176955.372871666
"1894","Gaebelbach","Control","Diptera",NA,5,1,170,"intercept_trap",176955.372871666
"1895","Gaebelbach","Control","Diptera",NA,6,1,170,"intercept_trap",176955.372871666
"1896","Gaebelbach","Control","Diptera",NA,6,1,170,"intercept_trap",176955.372871666
"1897","Gaebelbach","Control","Diptera",NA,6,1,170,"intercept_trap",176955.372871666
"1898","Gaebelbach","Control","Diptera",NA,7,1,170,"intercept_trap",176955.372871666
"1899","Gaebelbach","Control","Diptera",NA,7,1,170,"intercept_trap",176955.372871666
"1900","Gaebelbach","Control","Diptera",NA,7,1,170,"intercept_trap",176955.372871666
"1901","Gaebelbach","Control","Diptera",NA,7,1,170,"intercept_trap",176955.372871666
"1902","Gaebelbach","Control","Diptera",NA,7,1,170,"intercept_trap",176955.372871666
"1903","Gaebelbach","Control","Diptera",NA,7,1,170,"intercept_trap",176955.372871666
"1904","Gaebelbach","Control","Diptera",NA,7,1,170,"intercept_trap",176955.372871666
"1905","Gaebelbach","Control","Diptera",NA,8,1,170,"intercept_trap",176955.372871666
"1906","Gaebelbach","Control","Diptera",NA,8,1,170,"intercept_trap",176955.372871666
"1907","Gaebelbach","Control","Diptera",NA,8,1,170,"intercept_trap",176955.372871666
"1908","Gaebelbach","Control","Diptera",NA,9,1,170,"intercept_trap",176955.372871666
"1909","Gaebelbach","Control","Diptera",NA,9,1,170,"intercept_trap",176955.372871666
"1910","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1911","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1912","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1913","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1914","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1915","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1916","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1917","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1918","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1919","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1920","Gaebelbach","Control","Diptera",NA,1,1,170,"intercept_trap",176955.372871666
"1921","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1922","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1923","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1924","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1925","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1926","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1927","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1928","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1929","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1930","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1931","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1932","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1933","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1934","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
"1935","Gaebelbach","Control","Diptera",NA,2,1,170,"intercept_trap",176955.372871666
