"","X","site","location","order","family","length","ecomorphology","area_pool","human_influence","method","a","b","formula_type","dw","human_influence_z","counts","xmin","xmax"
"1383",2035,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1384",2036,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1385",2037,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1386",2038,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1387",2039,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1388",2040,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1389",2041,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1390",2042,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1391",2043,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1392",2044,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1393",2045,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1394",2046,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1395",2047,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1396",2048,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1397",2049,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1398",2050,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1399",2051,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1400",2052,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1401",2053,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1402",2054,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1403",2055,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1404",2056,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1405",2057,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1406",2058,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1407",2059,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1408",2060,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1409",2061,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1410",2062,"Ellikon","Pool","Gastropoda","Hydrobiidae",4,"3",451,130586.530561878,"kick_net",0.182,2.82,1,9.0757090238855,0.628041398359109,1,0.117677548287684,17.0281238483793
"1411",2063,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1412",2064,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1413",2065,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1414",2066,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1415",2067,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1416",2068,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1417",2069,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1418",2070,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1419",2071,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1420",2072,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1421",2073,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1422",2074,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1423",2075,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1424",2076,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1425",2077,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1426",2078,"Ellikon","Pool","Gastropoda","Hydrobiidae",5,"3",451,130586.530561878,"kick_net",0.182,2.82,1,17.0281238483793,0.628041398359109,1,0.117677548287684,17.0281238483793
"1427",2109,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1428",2110,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1429",2111,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1430",2112,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1431",2113,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1432",2114,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1433",2115,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1434",2116,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1435",2117,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1436",2118,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1437",2119,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1438",2120,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1439",2121,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1440",2122,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1441",2123,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1442",2124,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1443",2125,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1444",2126,"Ellikon","Outflow","Diptera","Chironomidae",6,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.218668523080522,0.628041398359109,1,0.182,17.27687623396
"1445",2127,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1446",2128,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1447",2129,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1448",2130,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1449",2131,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1450",2132,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1451",2133,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1452",2134,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1453",2135,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1454",2136,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1455",2137,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1456",2138,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1457",2139,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1458",2140,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1459",2141,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1460",2142,"Ellikon","Outflow","Diptera","Chironomidae",7,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.327481567511863,0.628041398359109,1,0.182,17.27687623396
"1461",2143,"Ellikon","Outflow","Diptera","Chironomidae",8,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.464649807522386,0.628041398359109,1,0.182,17.27687623396
"1462",2144,"Ellikon","Outflow","Diptera","Chironomidae",8,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.464649807522386,0.628041398359109,1,0.182,17.27687623396
"1463",2145,"Ellikon","Outflow","Diptera","Chironomidae",8,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.464649807522386,0.628041398359109,1,0.182,17.27687623396
"1464",2146,"Ellikon","Outflow","Diptera","Chironomidae",8,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.464649807522386,0.628041398359109,1,0.182,17.27687623396
"1465",2147,"Ellikon","Outflow","Diptera","Chironomidae",8,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.464649807522386,0.628041398359109,1,0.182,17.27687623396
"1466",2148,"Ellikon","Outflow","Diptera","Chironomidae",8,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.464649807522386,0.628041398359109,1,0.182,17.27687623396
"1467",2149,"Ellikon","Outflow","Diptera","Chironomidae",8,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.464649807522386,0.628041398359109,1,0.182,17.27687623396
"1468",2150,"Ellikon","Outflow","Diptera","Chironomidae",8,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.464649807522386,0.628041398359109,1,0.182,17.27687623396
"1469",2151,"Ellikon","Outflow","Diptera","Chironomidae",9,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.63262357257604,0.628041398359109,1,0.182,17.27687623396
"1470",2152,"Ellikon","Outflow","Diptera","Chironomidae",9,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.63262357257604,0.628041398359109,1,0.182,17.27687623396
"1471",2153,"Ellikon","Outflow","Diptera","Chironomidae",9,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.63262357257604,0.628041398359109,1,0.182,17.27687623396
"1472",2154,"Ellikon","Outflow","Diptera","Chironomidae",9,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.63262357257604,0.628041398359109,1,0.182,17.27687623396
"1473",2155,"Ellikon","Outflow","Diptera","Chironomidae",9,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.63262357257604,0.628041398359109,1,0.182,17.27687623396
"1474",2156,"Ellikon","Outflow","Diptera","Chironomidae",10,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.833738766940671,0.628041398359109,1,0.182,17.27687623396
"1475",2157,"Ellikon","Outflow","Diptera","Chironomidae",10,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.833738766940671,0.628041398359109,1,0.182,17.27687623396
"1476",2158,"Ellikon","Outflow","Diptera","Chironomidae",10,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.833738766940671,0.628041398359109,1,0.182,17.27687623396
"1477",2159,"Ellikon","Outflow","Diptera","Chironomidae",10,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.833738766940671,0.628041398359109,1,0.182,17.27687623396
"1478",2160,"Ellikon","Outflow","Diptera","Chironomidae",10,"3",451,130586.530561878,"kick_net",0.002,2.62,1,0.833738766940671,0.628041398359109,1,0.182,17.27687623396
"1479",2161,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1480",2162,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1481",2163,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1482",2164,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1483",2165,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1484",2166,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1485",2167,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1486",2168,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1487",2169,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1488",2170,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1489",2171,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1490",2172,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1491",2173,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1492",2174,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1493",2175,"Ellikon","Outflow","Diptera","Chironomidae",11,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.07023421421427,0.628041398359109,1,0.182,17.27687623396
"1494",2176,"Ellikon","Outflow","Diptera","Chironomidae",12,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.34426490420543,0.628041398359109,1,0.182,17.27687623396
"1495",2177,"Ellikon","Outflow","Diptera","Chironomidae",12,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.34426490420543,0.628041398359109,1,0.182,17.27687623396
"1496",2178,"Ellikon","Outflow","Diptera","Chironomidae",12,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.34426490420543,0.628041398359109,1,0.182,17.27687623396
"1497",2179,"Ellikon","Outflow","Diptera","Chironomidae",12,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.34426490420543,0.628041398359109,1,0.182,17.27687623396
"1498",2180,"Ellikon","Outflow","Diptera","Chironomidae",12,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.34426490420543,0.628041398359109,1,0.182,17.27687623396
"1499",2181,"Ellikon","Outflow","Diptera","Chironomidae",12,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.34426490420543,0.628041398359109,1,0.182,17.27687623396
"1500",2182,"Ellikon","Outflow","Diptera","Chironomidae",12,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.34426490420543,0.628041398359109,1,0.182,17.27687623396
"1501",2183,"Ellikon","Outflow","Diptera","Chironomidae",12,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.34426490420543,0.628041398359109,1,0.182,17.27687623396
"1502",2184,"Ellikon","Outflow","Diptera","Chironomidae",13,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.65791239593876,0.628041398359109,1,0.182,17.27687623396
"1503",2185,"Ellikon","Outflow","Diptera","Chironomidae",13,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.65791239593876,0.628041398359109,1,0.182,17.27687623396
"1504",2186,"Ellikon","Outflow","Diptera","Chironomidae",13,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.65791239593876,0.628041398359109,1,0.182,17.27687623396
"1505",2187,"Ellikon","Outflow","Diptera","Chironomidae",13,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.65791239593876,0.628041398359109,1,0.182,17.27687623396
"1506",2188,"Ellikon","Outflow","Diptera","Chironomidae",13,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.65791239593876,0.628041398359109,1,0.182,17.27687623396
"1507",2189,"Ellikon","Outflow","Diptera","Chironomidae",13,"3",451,130586.530561878,"kick_net",0.002,2.62,1,1.65791239593876,0.628041398359109,1,0.182,17.27687623396
"1508",2190,"Ellikon","Outflow","Diptera","Chironomidae",14,"3",451,130586.530561878,"kick_net",0.002,2.62,1,2.01319317375311,0.628041398359109,1,0.182,17.27687623396
"1509",2191,"Ellikon","Outflow","Diptera","Chironomidae",14,"3",451,130586.530561878,"kick_net",0.002,2.62,1,2.01319317375311,0.628041398359109,1,0.182,17.27687623396
"1510",2192,"Ellikon","Outflow","Diptera","Chironomidae",14,"3",451,130586.530561878,"kick_net",0.002,2.62,1,2.01319317375311,0.628041398359109,1,0.182,17.27687623396
"1511",2193,"Ellikon","Outflow","Diptera","Chironomidae",14,"3",451,130586.530561878,"kick_net",0.002,2.62,1,2.01319317375311,0.628041398359109,1,0.182,17.27687623396
"1512",2194,"Ellikon","Outflow","Diptera","Chironomidae",14,"3",451,130586.530561878,"kick_net",0.002,2.62,1,2.01319317375311,0.628041398359109,1,0.182,17.27687623396
"1513",2195,"Ellikon","Outflow","Diptera","Chironomidae",14,"3",451,130586.530561878,"kick_net",0.002,2.62,1,2.01319317375311,0.628041398359109,1,0.182,17.27687623396
"1514",2196,"Ellikon","Outflow","Diptera","Chironomidae",14,"3",451,130586.530561878,"kick_net",0.002,2.62,1,2.01319317375311,0.628041398359109,1,0.182,17.27687623396
"1515",2197,"Ellikon","Outflow","Diptera","Ceratopogonidae",6,"3",451,130586.530561878,"kick_net",0.003,2.47,1,0.25070029394521,0.628041398359109,1,0.182,17.27687623396
"1516",2198,"Ellikon","Outflow","Diptera","Ceratopogonidae",7,"3",451,130586.530561878,"kick_net",0.003,2.47,1,0.366871025390369,0.628041398359109,1,0.182,17.27687623396
"1517",2199,"Ellikon","Outflow","Diptera","Ceratopogonidae",8,"3",451,130586.530561878,"kick_net",0.003,2.47,1,0.510215352613061,0.628041398359109,1,0.182,17.27687623396
"1518",2200,"Ellikon","Outflow","Diptera","Ceratopogonidae",8,"3",451,130586.530561878,"kick_net",0.003,2.47,1,0.510215352613061,0.628041398359109,1,0.182,17.27687623396
"1519",2201,"Ellikon","Outflow","Diptera","Ceratopogonidae",9,"3",451,130586.530561878,"kick_net",0.003,2.47,1,0.682496224167549,0.628041398359109,1,0.182,17.27687623396
"1520",2202,"Ellikon","Outflow","Diptera","Ceratopogonidae",9,"3",451,130586.530561878,"kick_net",0.003,2.47,1,0.682496224167549,0.628041398359109,1,0.182,17.27687623396
"1521",2203,"Ellikon","Outflow","Diptera","Ceratopogonidae",10,"3",451,130586.530561878,"kick_net",0.003,2.47,1,0.885362767999916,0.628041398359109,1,0.182,17.27687623396
"1522",2204,"Ellikon","Outflow","Gastropoda","Hydrobiidae",1,"3",451,130586.530561878,"kick_net",0.182,2.82,1,0.182,0.628041398359109,1,0.182,17.27687623396
"1523",2205,"Ellikon","Outflow","Gastropoda","Hydrobiidae",1,"3",451,130586.530561878,"kick_net",0.182,2.82,1,0.182,0.628041398359109,1,0.182,17.27687623396
"1524",2206,"Ellikon","Outflow","Gastropoda","Hydrobiidae",1,"3",451,130586.530561878,"kick_net",0.182,2.82,1,0.182,0.628041398359109,1,0.182,17.27687623396
"1525",2207,"Ellikon","Outflow","Gastropoda","Hydrobiidae",2,"3",451,130586.530561878,"kick_net",0.182,2.82,1,1.28521556259919,0.628041398359109,1,0.182,17.27687623396
"1526",2208,"Ellikon","Outflow","Gastropoda","Hydrobiidae",2,"3",451,130586.530561878,"kick_net",0.182,2.82,1,1.28521556259919,0.628041398359109,1,0.182,17.27687623396
"1527",2209,"Ellikon","Outflow","Gastropoda","Hydrobiidae",2,"3",451,130586.530561878,"kick_net",0.182,2.82,1,1.28521556259919,0.628041398359109,1,0.182,17.27687623396
"1528",2210,"Ellikon","Outflow","Gastropoda","Hydrobiidae",2,"3",451,130586.530561878,"kick_net",0.182,2.82,1,1.28521556259919,0.628041398359109,1,0.182,17.27687623396
"1529",2211,"Ellikon","Outflow","Gastropoda","Hydrobiidae",2,"3",451,130586.530561878,"kick_net",0.182,2.82,1,1.28521556259919,0.628041398359109,1,0.182,17.27687623396
"1530",2212,"Ellikon","Outflow","Gastropoda","Hydrobiidae",2,"3",451,130586.530561878,"kick_net",0.182,2.82,1,1.28521556259919,0.628041398359109,1,0.182,17.27687623396
"1531",2213,"Ellikon","Outflow","Gastropoda","Hydrobiidae",3,"3",451,130586.530561878,"kick_net",0.182,2.82,1,4.03230455398401,0.628041398359109,1,0.182,17.27687623396
"1532",2214,"Ellikon","Outflow","Gastropoda","Hydrobiidae",3,"3",451,130586.530561878,"kick_net",0.182,2.82,1,4.03230455398401,0.628041398359109,1,0.182,17.27687623396
