"","site","location","order","family","length","ecomorphology","area_pool","human_influence","method","a","b","formula_type","dw"
"2539","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2540","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2541","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2542","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2543","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2544","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2545","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2546","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2547","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2548","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2549","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2550","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2551","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2552","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2553","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2554","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2555","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2556","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2557","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2558","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2559","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2560","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2561","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2562","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2563","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2564","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2565","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2566","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2567","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2568","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2569","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2570","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2571","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2572","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2573","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2574","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2575","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2576","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2577","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2578","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2579","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2580","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2581","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2582","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2583","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2584","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2585","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2586","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2587","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2588","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2589","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2590","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2591","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2592","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2593","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2594","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2595","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2596","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2597","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2598","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2599","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2600","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2601","Hemishofen","Control","Amphipoda","Gammaridae",7,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,2.25273772956822
"2602","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2603","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2604","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2605","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2606","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2607","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2608","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2609","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2610","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2611","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2612","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2613","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2614","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2615","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2616","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2617","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2618","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2619","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2620","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2621","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2622","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2623","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2624","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2625","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2626","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2627","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2628","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2629","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2630","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2631","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2632","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2633","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2634","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2635","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2636","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2637","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2638","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2639","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2640","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2641","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2642","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2643","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2644","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2645","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2646","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2647","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2648","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2649","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2650","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2651","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2652","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2653","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2654","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2655","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2656","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2657","Hemishofen","Control","Amphipoda","Gammaridae",8,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,3.30503845216443
"2658","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2659","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2660","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2661","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2662","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2663","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2664","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2665","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2666","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2667","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2668","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2669","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2670","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2671","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2672","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2673","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2674","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2675","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2676","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2677","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2678","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2679","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2680","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2681","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2682","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2683","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2684","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2685","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2686","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2687","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2688","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2689","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2690","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2691","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2692","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2693","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2694","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2695","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2696","Hemishofen","Control","Amphipoda","Gammaridae",9,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,4.6345741215268
"2697","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2698","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2699","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2700","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2701","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2702","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2703","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2704","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2705","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2706","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2707","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2708","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2709","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2710","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2711","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2712","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2713","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2714","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2715","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2716","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2717","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2718","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2719","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2720","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2721","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2722","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2723","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2724","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2725","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2726","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2727","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2728","Hemishofen","Control","Amphipoda","Gammaridae",10,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,6.27128747089358
"2729","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2730","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2731","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2732","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2733","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2734","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2735","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2736","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2737","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2738","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2739","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2740","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2741","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2742","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2743","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2744","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2745","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
"2746","Hemishofen","Control","Amphipoda","Gammaridae",11,2,249,39087.44309631,"kick_net",0.00845,2.8705,1,8.24469153511625
