"","laufnummer","site","location_old","order","family","taxon_lowest","length","ecomorphology","area_pool","human_influence","location","method"
"1149",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",12,2,728,191108.434590873,"beaver","kick_net"
"1150",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",13,2,728,191108.434590873,"beaver","kick_net"
"1151",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",15,2,728,191108.434590873,"beaver","kick_net"
"1152",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",15,2,728,191108.434590873,"beaver","kick_net"
"1153",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",16,2,728,191108.434590873,"beaver","kick_net"
"1154",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",20,2,728,191108.434590873,"beaver","kick_net"
"1155",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",2,2,728,191108.434590873,"beaver","kick_net"
"1156",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",2,2,728,191108.434590873,"beaver","kick_net"
"1157",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",2,2,728,191108.434590873,"beaver","kick_net"
"1158",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",2,2,728,191108.434590873,"beaver","kick_net"
"1159",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1160",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1161",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1162",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1163",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1164",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1165",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1166",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1167",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1168",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1169",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"1170",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",4,2,728,191108.434590873,"beaver","kick_net"
"1171",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",4,2,728,191108.434590873,"beaver","kick_net"
"1172",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",4,2,728,191108.434590873,"beaver","kick_net"
"1173",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",4,2,728,191108.434590873,"beaver","kick_net"
"1174",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",4,2,728,191108.434590873,"beaver","kick_net"
"1175",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",4,2,728,191108.434590873,"beaver","kick_net"
"1176",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",4,2,728,191108.434590873,"beaver","kick_net"
"1177",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",4,2,728,191108.434590873,"beaver","kick_net"
"1178",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",4,2,728,191108.434590873,"beaver","kick_net"
"1179",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",4,2,728,191108.434590873,"beaver","kick_net"
"1180",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1181",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1182",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1183",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1184",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1185",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1186",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1187",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1188",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1189",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1190",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1191",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1192",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",5,2,728,191108.434590873,"beaver","kick_net"
"1193",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",6,2,728,191108.434590873,"beaver","kick_net"
"1194",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",6,2,728,191108.434590873,"beaver","kick_net"
"1195",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",6,2,728,191108.434590873,"beaver","kick_net"
"1196",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",7,2,728,191108.434590873,"beaver","kick_net"
"1197",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",7,2,728,191108.434590873,"beaver","kick_net"
"1198",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",7,2,728,191108.434590873,"beaver","kick_net"
"1199",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",8,2,728,191108.434590873,"beaver","kick_net"
"1200",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",10,2,728,191108.434590873,"beaver","kick_net"
"1201",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",12,2,728,191108.434590873,"beaver","kick_net"
"1202",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",12,2,728,191108.434590873,"beaver","kick_net"
"1203",100,"Tegel","Outflow","Diptera","Chironomidae","Chironomidae",14,2,728,191108.434590873,"beaver","kick_net"
"1204",100,"Tegel","Outflow","Diptera","Ceratopogonidae","Ceratopogonidae",5,2,728,191108.434590873,"beaver","kick_net"
"1205",100,"Tegel","Outflow","Diptera","Ceratopogonidae","Ceratopogonidae",6,2,728,191108.434590873,"beaver","kick_net"
"1206",100,"Tegel","Outflow","Diptera","Psychodidae","Psychodidae",5,2,728,191108.434590873,"beaver","kick_net"
"1207",100,"Tegel","Outflow","Diptera","Psychodidae","Psychodidae",5,2,728,191108.434590873,"beaver","kick_net"
"1208",100,"Tegel","Outflow","Diptera","Simuliidae","Simuliidae",3,2,728,191108.434590873,"beaver","kick_net"
"1209",100,"Tegel","Outflow","Diptera","Simuliidae","Simuliidae",4,2,728,191108.434590873,"beaver","kick_net"
"1210",100,"Tegel","Outflow","Diptera","Simuliidae","Simuliidae",6,2,728,191108.434590873,"beaver","kick_net"
"1211",100,"Tegel","Outflow","Diptera","Limoniidae","Limoniidae",5,2,728,191108.434590873,"beaver","kick_net"
"1212",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"beaver","kick_net"
"1213",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"beaver","kick_net"
"1214",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"beaver","kick_net"
"1215",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"beaver","kick_net"
"1216",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"beaver","kick_net"
"1217",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"beaver","kick_net"
"1218",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",3,2,728,191108.434590873,"beaver","kick_net"
"1219",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",3,2,728,191108.434590873,"beaver","kick_net"
"1220",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",3,2,728,191108.434590873,"beaver","kick_net"
"1221",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",3,2,728,191108.434590873,"beaver","kick_net"
"1222",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",3,2,728,191108.434590873,"beaver","kick_net"
"1223",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",4,2,728,191108.434590873,"beaver","kick_net"
"1224",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",4,2,728,191108.434590873,"beaver","kick_net"
"1225",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",4,2,728,191108.434590873,"beaver","kick_net"
"1226",100,"Tegel","Outflow","Coleoptera","Elmidae","Elmidae",4,2,728,191108.434590873,"beaver","kick_net"
"1227",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",1,2,728,191108.434590873,"beaver","kick_net"
"1228",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",1,2,728,191108.434590873,"beaver","kick_net"
"1229",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",1,2,728,191108.434590873,"beaver","kick_net"
"1230",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"beaver","kick_net"
"1231",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"beaver","kick_net"
"1232",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"beaver","kick_net"
"1233",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"beaver","kick_net"
"1234",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"beaver","kick_net"
"1235",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"beaver","kick_net"
"1236",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"beaver","kick_net"
"1237",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"beaver","kick_net"
"1238",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"beaver","kick_net"
"1239",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"beaver","kick_net"
"1240",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"beaver","kick_net"
"1241",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"beaver","kick_net"
"1242",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"beaver","kick_net"
"1243",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"beaver","kick_net"
"1244",100,"Tegel","Outflow","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"beaver","kick_net"
"1245",100,"Tegel","Outflow","Bivalvia","Sphaeriidae","Sphaeriidae",2,2,728,191108.434590873,"beaver","kick_net"
"1246",100,"Tegel","Outflow","Bivalvia","Sphaeriidae","Sphaeriidae",3,2,728,191108.434590873,"beaver","kick_net"
"1247",100,"Tegel","Outflow","Bivalvia","Sphaeriidae","Sphaeriidae",3,2,728,191108.434590873,"beaver","kick_net"
"1248",100,"Tegel","Outflow","Bivalvia","Sphaeriidae","Sphaeriidae",3,2,728,191108.434590873,"beaver","kick_net"
"1249",100,"Tegel","Outflow","Gastropoda","Physidae","Physidae",3,2,728,191108.434590873,"beaver","kick_net"
"1250",100,"Tegel","Outflow","Gastropoda","Planorbidae","Planorbidae",4,2,728,191108.434590873,"beaver","kick_net"
"1251",100,"Tegel","Outflow","Trichoptera","Hydroptilidae","Hydroptilidae",2,2,728,191108.434590873,"beaver","kick_net"
"1252",100,"Tegel","Outflow","Trichoptera","Hydroptilidae","Hydroptilidae",3,2,728,191108.434590873,"beaver","kick_net"
"1253",100,"Tegel","Outflow","Trichoptera","Hydroptilidae","Hydroptilidae",3,2,728,191108.434590873,"beaver","kick_net"
"1254",100,"Tegel","Outflow","Trichoptera","Hydroptilidae","Hydroptilidae",4,2,728,191108.434590873,"beaver","kick_net"
"1255",100,"Tegel","Outflow","Plecoptera","Leuctridae","Leuctridae",5,2,728,191108.434590873,"beaver","kick_net"
"1256",100,"Tegel","Outflow","Plecoptera","Leuctridae","Leuctridae",8,2,728,191108.434590873,"beaver","kick_net"
"1257",100,"Tegel","Outflow","Odonata","Aeshnidae","Aeshnidae",6,2,728,191108.434590873,"beaver","kick_net"
"1258",100,"Tegel","Outflow","Arachnida","Hydracarina","Hydracarina",1,2,728,191108.434590873,"beaver","kick_net"
"1259",100,"Tegel","Outflow","Arachnida","Hydracarina","Hydracarina",1,2,728,191108.434590873,"beaver","kick_net"
"1260",100,"Tegel","Outflow","Arachnida","Hydracarina","Hydracarina",2,2,728,191108.434590873,"beaver","kick_net"
"1261",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",2,2,728,191108.434590873,"beaver","kick_net"
"1262",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",2,2,728,191108.434590873,"beaver","kick_net"
"1263",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",2,2,728,191108.434590873,"beaver","kick_net"
"1264",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",3,2,728,191108.434590873,"beaver","kick_net"
"1265",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",3,2,728,191108.434590873,"beaver","kick_net"
"1266",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",3,2,728,191108.434590873,"beaver","kick_net"
"1267",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",3,2,728,191108.434590873,"beaver","kick_net"
"1268",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",3,2,728,191108.434590873,"beaver","kick_net"
"1269",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",3,2,728,191108.434590873,"beaver","kick_net"
"1270",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",3,2,728,191108.434590873,"beaver","kick_net"
"1271",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",3,2,728,191108.434590873,"beaver","kick_net"
"1272",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",4,2,728,191108.434590873,"beaver","kick_net"
"1273",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",4,2,728,191108.434590873,"beaver","kick_net"
"1274",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",4,2,728,191108.434590873,"beaver","kick_net"
"1275",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",4,2,728,191108.434590873,"beaver","kick_net"
"1276",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",4,2,728,191108.434590873,"beaver","kick_net"
"1277",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",4,2,728,191108.434590873,"beaver","kick_net"
"1278",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",4,2,728,191108.434590873,"beaver","kick_net"
"1279",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",4,2,728,191108.434590873,"beaver","kick_net"
"1280",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",4,2,728,191108.434590873,"beaver","kick_net"
"1281",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",5,2,728,191108.434590873,"beaver","kick_net"
"1282",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",5,2,728,191108.434590873,"beaver","kick_net"
"1283",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",6,2,728,191108.434590873,"beaver","kick_net"
"1284",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",6,2,728,191108.434590873,"beaver","kick_net"
"1285",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",7,2,728,191108.434590873,"beaver","kick_net"
"1286",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",8,2,728,191108.434590873,"beaver","kick_net"
"1287",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",9,2,728,191108.434590873,"beaver","kick_net"
"1288",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",10,2,728,191108.434590873,"beaver","kick_net"
"1289",100,"Tegel","Outflow","Oligochaeta",NA,"Oligochaeta",16,2,728,191108.434590873,"beaver","kick_net"
"1290",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",3,3,451,130586.530561878,"Control","kick_net"
"1291",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",3,3,451,130586.530561878,"Control","kick_net"
"1292",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",3,3,451,130586.530561878,"Control","kick_net"
"1293",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",3,3,451,130586.530561878,"Control","kick_net"
"1294",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",4,3,451,130586.530561878,"Control","kick_net"
"1295",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",4,3,451,130586.530561878,"Control","kick_net"
"1296",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",4,3,451,130586.530561878,"Control","kick_net"
"1297",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",4,3,451,130586.530561878,"Control","kick_net"
"1298",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",4,3,451,130586.530561878,"Control","kick_net"
"1299",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",4,3,451,130586.530561878,"Control","kick_net"
"1300",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",4,3,451,130586.530561878,"Control","kick_net"
"1301",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",5,3,451,130586.530561878,"Control","kick_net"
"1302",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",5,3,451,130586.530561878,"Control","kick_net"
"1303",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",5,3,451,130586.530561878,"Control","kick_net"
"1304",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",5,3,451,130586.530561878,"Control","kick_net"
"1305",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",5,3,451,130586.530561878,"Control","kick_net"
"1306",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",6,3,451,130586.530561878,"Control","kick_net"
"1307",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",6,3,451,130586.530561878,"Control","kick_net"
"1308",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",6,3,451,130586.530561878,"Control","kick_net"
"1309",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",6,3,451,130586.530561878,"Control","kick_net"
"1310",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",7,3,451,130586.530561878,"Control","kick_net"
"1311",105,"Ellikon","Control","Ephemeroptera","Baetidae","Baetidae",7,3,451,130586.530561878,"Control","kick_net"
"1312",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",2,3,451,130586.530561878,"Control","kick_net"
"1313",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,3,451,130586.530561878,"Control","kick_net"
"1314",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,3,451,130586.530561878,"Control","kick_net"
"1315",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,3,451,130586.530561878,"Control","kick_net"
"1316",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",6,3,451,130586.530561878,"Control","kick_net"
"1317",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",6,3,451,130586.530561878,"Control","kick_net"
"1318",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",6,3,451,130586.530561878,"Control","kick_net"
"1319",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",6,3,451,130586.530561878,"Control","kick_net"
"1320",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",7,3,451,130586.530561878,"Control","kick_net"
"1321",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",7,3,451,130586.530561878,"Control","kick_net"
"1322",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",7,3,451,130586.530561878,"Control","kick_net"
"1323",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",7,3,451,130586.530561878,"Control","kick_net"
"1324",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",7,3,451,130586.530561878,"Control","kick_net"
"1325",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",8,3,451,130586.530561878,"Control","kick_net"
"1326",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",8,3,451,130586.530561878,"Control","kick_net"
"1327",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",8,3,451,130586.530561878,"Control","kick_net"
"1328",105,"Ellikon","Control","Ephemeroptera","Ephemerellidae","Ephemerellidae",9,3,451,130586.530561878,"Control","kick_net"
"1329",105,"Ellikon","Control","Odonata","Calopterygidae","Calopterygidae",22,3,451,130586.530561878,"Control","kick_net"
"1330",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",2,3,451,130586.530561878,"Control","kick_net"
"1331",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",2,3,451,130586.530561878,"Control","kick_net"
"1332",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",2,3,451,130586.530561878,"Control","kick_net"
"1333",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",2,3,451,130586.530561878,"Control","kick_net"
"1334",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",2,3,451,130586.530561878,"Control","kick_net"
"1335",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",2,3,451,130586.530561878,"Control","kick_net"
"1336",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",2,3,451,130586.530561878,"Control","kick_net"
"1337",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",2,3,451,130586.530561878,"Control","kick_net"
"1338",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",2,3,451,130586.530561878,"Control","kick_net"
"1339",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",2,3,451,130586.530561878,"Control","kick_net"
"1340",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1341",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1342",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1343",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1344",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1345",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1346",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1347",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1348",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1349",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1350",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1351",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1352",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1353",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1354",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1355",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1356",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1357",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1358",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1359",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1360",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1361",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1362",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1363",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1364",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1365",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1366",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1367",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1368",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1369",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1370",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1371",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1372",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1373",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1374",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",3,3,451,130586.530561878,"Control","kick_net"
"1375",105,"Ellikon","Control","Amphipoda","Gammaridae","Gammaridae",4,3,451,130586.530561878,"Control","kick_net"
