"","site","location","point","order","family","length","ecomorphology","area_pool","human_influence","method"
"10772","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10773","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10774","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10775","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10776","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10777","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10778","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10779","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10780","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10781","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10782","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10783","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10784","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10785","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10786","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10787","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10788","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10789","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10790","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10791","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10792","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10793","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10794","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10795","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10796","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10797","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10798","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10799","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10800","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10801","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10802","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10803","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10804","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10805","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10806","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10807","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10808","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10809","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10810","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10811","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10812","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10813","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10814","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10815","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10816","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10817","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10818","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10819","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10820","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10821","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10822","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10823","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10824","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10825","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10826","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10827","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10828","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10829","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10830","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10831","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10832","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10833","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10834","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10835","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10836","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10837","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10838","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10839","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10840","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10841","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10842","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10843","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10844","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10845","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10846","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10847","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10848","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10849","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10850","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10851","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10852","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10853","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10854","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10855","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10856","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10857","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10858","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10859","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10860","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10861","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10862","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10863","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10864","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10865","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10866","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10867","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10868","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10869","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10870","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10871","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10872","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10873","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10874","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10875","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10876","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10877","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10878","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10879","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10880","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10881","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10882","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10883","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10884","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10885","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10886","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10887","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10888","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10889","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10890","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10891","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10892","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10893","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10894","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10895","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10896","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10897","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10898","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10899","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10900","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10901","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10902","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10903","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10904","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10905","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10906","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10907","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10908","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10909","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10910","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10911","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10912","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10913","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10914","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10915","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10916","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10917","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10918","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10919","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10920","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10921","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10922","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10923","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10924","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10925","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10926","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10927","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10928","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10929","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10930","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10931","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10932","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10933","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10934","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10935","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10936","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10937","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10938","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10939","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10940","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10941","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10942","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10943","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10944","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10945","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10946","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10947","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10948","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10949","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10950","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10951","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10952","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10953","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10954","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10955","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10956","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10957","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10958","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10959","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10960","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10961","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10962","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10963","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10964","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10965","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10966","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10967","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10968","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10969","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10970","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10971","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10972","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10973","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10974","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10975","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10976","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10977","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10978","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10979","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10980","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10981","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10982","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10983","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10984","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10985","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10986","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10987","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10988","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10989","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10990","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10991","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10992","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10993","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10994","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10995","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10996","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10997","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10998","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"10999","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11000","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11001","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11002","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11003","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11004","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11005","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11006","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11007","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11008","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11009","Haslibach","Pool","1","Hemiptera",NA,1,3,1549,21004.7582029159,"suction"
"11010","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11011","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11012","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11013","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11014","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11015","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11016","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11017","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11018","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11019","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11020","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11021","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11022","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11023","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11024","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11025","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11026","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11027","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11028","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11029","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11030","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11031","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11032","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11033","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11034","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11035","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11036","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11037","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11038","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11039","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11040","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11041","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11042","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11043","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11044","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11045","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11046","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11047","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11048","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11049","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11050","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11051","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11052","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11053","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11054","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11055","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11056","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11057","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11058","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11059","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11060","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11061","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11062","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11063","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11064","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11065","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11066","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11067","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11068","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11069","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11070","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11071","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11072","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11073","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
"11074","Haslibach","Pool","1","Hemiptera",NA,2,3,1549,21004.7582029159,"suction"
