"","X","site","location","order","family","length","ecomorphology","area_pool","human_influence","method","point","type"
"5264",5264,"Nider","Outflow","Odonata","Libellulidae",8,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5265",5265,"Nider","Outflow","Odonata","Libellulidae",8,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5266",5266,"Nider","Outflow","Odonata","Libellulidae",9,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5267",5267,"Nider","Outflow","Odonata","Libellulidae",9,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5268",5268,"Nider","Outflow","Odonata","Libellulidae",9,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5269",5269,"Nider","Outflow","Odonata","Libellulidae",9,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5270",5270,"Nider","Outflow","Odonata","Libellulidae",10,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5271",5271,"Nider","Outflow","Odonata","Libellulidae",10,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5272",5272,"Nider","Outflow","Odonata","Libellulidae",10,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5273",5273,"Nider","Outflow","Odonata","Libellulidae",11,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5274",5274,"Nider","Outflow","Odonata","Libellulidae",11,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5275",5275,"Nider","Outflow","Odonata","Libellulidae",14,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5276",5276,"Nider","Outflow","Odonata","Libellulidae",14,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5277",5277,"Nider","Outflow","Odonata","Libellulidae",15,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5278",5278,"Nider","Outflow","Odonata","Libellulidae",16,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5279",5279,"Nider","Outflow","Odonata","Libellulidae",17,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5280",5280,"Nider","Outflow","Odonata","Coenagrionidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5281",5281,"Nider","Outflow","Odonata","Coenagrionidae",6,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5282",5282,"Nider","Outflow","Odonata","Coenagrionidae",7,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5283",5283,"Nider","Outflow","Odonata","Coenagrionidae",7,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5284",5284,"Nider","Outflow","Odonata","Coenagrionidae",7,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5285",5285,"Nider","Outflow","Odonata","Coenagrionidae",7,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5286",5286,"Nider","Outflow","Odonata","Coenagrionidae",8,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5287",5287,"Nider","Outflow","Odonata","Coenagrionidae",8,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5288",5288,"Nider","Outflow","Odonata","Coenagrionidae",8,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5289",5289,"Nider","Outflow","Odonata","Coenagrionidae",8,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5290",5290,"Nider","Outflow","Odonata","Coenagrionidae",9,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5291",5291,"Nider","Outflow","Odonata","Coenagrionidae",9,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5292",5292,"Nider","Outflow","Odonata","Coenagrionidae",10,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5293",5293,"Nider","Outflow","Odonata","Coenagrionidae",10,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5294",5294,"Nider","Outflow","Odonata","Coenagrionidae",10,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5295",5295,"Nider","Outflow","Odonata","Coenagrionidae",11,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5296",5296,"Nider","Outflow","Odonata","Coenagrionidae",11,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5297",5297,"Nider","Outflow","Odonata","Coenagrionidae",11,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5298",5298,"Nider","Outflow","Odonata","Coenagrionidae",11,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5299",5299,"Nider","Outflow","Odonata","Coenagrionidae",12,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5300",5300,"Nider","Outflow","Odonata","Coenagrionidae",12,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5301",5301,"Nider","Outflow","Odonata","Coenagrionidae",13,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5302",5302,"Nider","Outflow","Odonata","Coenagrionidae",13,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5303",5303,"Nider","Outflow","Odonata","Coenagrionidae",15,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5304",5304,"Nider","Outflow","Odonata","Coenagrionidae",15,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5305",5305,"Nider","Outflow","Odonata","Coenagrionidae",17,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5306",5306,"Nider","Outflow","Odonata","Coenagrionidae",18,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5307",5307,"Nider","Outflow","Heteroptera","Corixidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5308",5308,"Nider","Outflow","Heteroptera","Corixidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5309",5309,"Nider","Outflow","Heteroptera","Corixidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5310",5310,"Nider","Outflow","Heteroptera","Corixidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5311",5311,"Nider","Outflow","Heteroptera","Corixidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5312",5312,"Nider","Outflow","Heteroptera","Corixidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5313",5313,"Nider","Outflow","Heteroptera","Corixidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5314",5314,"Nider","Outflow","Heteroptera","Corixidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5315",5315,"Nider","Outflow","Heteroptera","Corixidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5316",5316,"Nider","Outflow","Heteroptera","Corixidae",6,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5317",5317,"Nider","Outflow","Heteroptera","Corixidae",6,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5318",5318,"Nider","Outflow","Heteroptera","Corixidae",6,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5319",5319,"Nider","Outflow","Heteroptera","Corixidae",6,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5320",5320,"Nider","Outflow","Heteroptera","Corixidae",8,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5321",5321,"Nider","Outflow","Heteroptera","Corixidae",11,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5322",5322,"Nider","Outflow","Heteroptera","Notonectidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5323",5323,"Nider","Outflow","Heteroptera","Notonectidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5324",5324,"Nider","Outflow","Heteroptera","Pleidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5325",5325,"Nider","Outflow","Megaloptera","Sialidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5326",5326,"Nider","Outflow","Megaloptera","Sialidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5327",5327,"Nider","Outflow","Megaloptera","Sialidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5328",5328,"Nider","Outflow","Megaloptera","Sialidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5329",5329,"Nider","Outflow","Megaloptera","Sialidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5330",5330,"Nider","Outflow","Megaloptera","Sialidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5331",5331,"Nider","Outflow","Diptera","Chironomidae",1,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5332",5332,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5333",5333,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5334",5334,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5335",5335,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5336",5336,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5337",5337,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5338",5338,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5339",5339,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5340",5340,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5341",5341,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5342",5342,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5343",5343,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5344",5344,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5345",5345,"Nider","Outflow","Diptera","Chironomidae",2,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5346",5346,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5347",5347,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5348",5348,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5349",5349,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5350",5350,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5351",5351,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5352",5352,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5353",5353,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5354",5354,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5355",5355,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5356",5356,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5357",5357,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5358",5358,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5359",5359,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5360",5360,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5361",5361,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5362",5362,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5363",5363,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5364",5364,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5365",5365,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5366",5366,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5367",5367,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5368",5368,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5369",5369,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5370",5370,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5371",5371,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5372",5372,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5373",5373,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5374",5374,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5375",5375,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5376",5376,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5377",5377,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5378",5378,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5379",5379,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5380",5380,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5381",5381,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5382",5382,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5383",5383,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5384",5384,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5385",5385,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5386",5386,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5387",5387,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5388",5388,"Nider","Outflow","Diptera","Chironomidae",3,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5389",5389,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5390",5390,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5391",5391,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5392",5392,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5393",5393,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5394",5394,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5395",5395,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5396",5396,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5397",5397,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5398",5398,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5399",5399,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5400",5400,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5401",5401,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5402",5402,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5403",5403,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5404",5404,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5405",5405,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5406",5406,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5407",5407,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5408",5408,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5409",5409,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5410",5410,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5411",5411,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5412",5412,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5413",5413,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5414",5414,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5415",5415,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5416",5416,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5417",5417,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5418",5418,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5419",5419,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5420",5420,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5421",5421,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5422",5422,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5423",5423,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5424",5424,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5425",5425,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5426",5426,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5427",5427,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5428",5428,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5429",5429,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5430",5430,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5431",5431,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5432",5432,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5433",5433,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5434",5434,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5435",5435,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5436",5436,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5437",5437,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5438",5438,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5439",5439,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5440",5440,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5441",5441,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5442",5442,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5443",5443,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5444",5444,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5445",5445,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5446",5446,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5447",5447,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5448",5448,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5449",5449,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5450",5450,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5451",5451,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5452",5452,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5453",5453,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5454",5454,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5455",5455,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5456",5456,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5457",5457,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5458",5458,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5459",5459,"Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5460",5460,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5461",5461,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5462",5462,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5463",5463,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5464",5464,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5465",5465,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5466",5466,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5467",5467,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5468",5468,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5469",5469,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5470",5470,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5471",5471,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5472",5472,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5473",5473,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5474",5474,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5475",5475,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5476",5476,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5477",5477,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5478",5478,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5479",5479,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5480",5480,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5481",5481,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5482",5482,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5483",5483,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5484",5484,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5485",5485,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5486",5486,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5487",5487,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5488",5488,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5489",5489,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5490",5490,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5491",5491,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5492",5492,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5493",5493,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
"5494",5494,"Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",NA,"aquatic"
