"","X.1","X","site","location","order","family","length","ecomorphology","area_pool","human_influence","method","point","type","backbone_order","source.x","order_corrected","a","b","source.y","dry_weight"
"2214",2214,2214,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2215",2215,2215,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2216",2216,2216,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2217",2217,2217,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2218",2218,2218,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2219",2219,2219,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2220",2220,2220,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2221",2221,2221,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2222",2222,2222,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2223",2223,2223,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2224",2224,2224,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2225",2225,2225,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2226",2226,2226,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2227",2227,2227,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2228",2228,2228,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2229",2229,2229,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2230",2230,2230,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2231",2231,2231,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2232",2232,2232,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2233",2233,2233,"Ellikon","Pool","Diptera","Chironomidae",3,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.0559073959813759
"2234",2234,2234,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2235",2235,2235,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2236",2236,2236,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2237",2237,2237,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2238",2238,2238,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2239",2239,2239,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2240",2240,2240,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2241",2241,2241,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2242",2242,2242,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2243",2243,2243,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2244",2244,2244,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2245",2245,2245,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2246",2246,2246,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2247",2247,2247,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2248",2248,2248,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2249",2249,2249,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2250",2250,2250,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2251",2251,2251,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2252",2252,2252,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2253",2253,2253,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2254",2254,2254,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2255",2255,2255,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2256",2256,2256,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2257",2257,2257,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2258",2258,2258,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2259",2259,2259,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2260",2260,2260,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2261",2261,2261,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2262",2262,2262,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2263",2263,2263,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2264",2264,2264,"Ellikon","Pool","Diptera","Chironomidae",4,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.120390832571914
"2265",2265,2265,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2266",2266,2266,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2267",2267,2267,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2268",2268,2268,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2269",2269,2269,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2270",2270,2270,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2271",2271,2271,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2272",2272,2272,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2273",2273,2273,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2274",2274,2274,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2275",2275,2275,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2276",2276,2276,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2277",2277,2277,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2278",2278,2278,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2279",2279,2279,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2280",2280,2280,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2281",2281,2281,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2282",2282,2282,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2283",2283,2283,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2284",2284,2284,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2285",2285,2285,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2286",2286,2286,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2287",2287,2287,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2288",2288,2288,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2289",2289,2289,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2290",2290,2290,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2291",2291,2291,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2292",2292,2292,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2293",2293,2293,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2294",2294,2294,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2295",2295,2295,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2296",2296,2296,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2297",2297,2297,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2298",2298,2298,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2299",2299,2299,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2300",2300,2300,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2301",2301,2301,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2302",2302,2302,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2303",2303,2303,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2304",2304,2304,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2305",2305,2305,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2306",2306,2306,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2307",2307,2307,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2308",2308,2308,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2309",2309,2309,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2310",2310,2310,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2311",2311,2311,"Ellikon","Pool","Diptera","Chironomidae",5,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.218265244137234
"2312",2312,2312,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2313",2313,2313,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2314",2314,2314,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2315",2315,2315,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2316",2316,2316,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2317",2317,2317,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2318",2318,2318,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2319",2319,2319,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2320",2320,2320,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2321",2321,2321,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2322",2322,2322,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2323",2323,2323,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2324",2324,2324,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2325",2325,2325,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2326",2326,2326,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2327",2327,2327,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2328",2328,2328,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2329",2329,2329,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2330",2330,2330,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2331",2331,2331,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2332",2332,2332,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2333",2333,2333,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2334",2334,2334,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2335",2335,2335,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2336",2336,2336,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2337",2337,2337,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2338",2338,2338,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
"2339",2339,2339,"Ellikon","Pool","Diptera","Chironomidae",6,3,451,130586.530561878,"kick_net",NA,"aquatic","Diptera","GBIF","Diptera",0.00298758907732984,2.6663,"van_leeuwen_2025",0.354899626163754
