OBS,Date,Year,Pool,Pool Order,SiteDescription,CarpSighted,Gear,CommonName,MetricLength,Log2Length,Log2SC,MetricWeight,Family,Genus,Species,TrophicGuild
8116,11/10/2016,2016,RC Byrd,6,RCBUM06,FALSE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
5151,11/2/2016,2016,Cannelton,1,CANUP06,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
5313,11/6/2018,2018,Greenup,5,GRELO01,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
5422,11/6/2018,2018,Greenup,5,GRLM06,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
6843,10/6/2016,2016,McAlpine,2,MCAUM04,TRUE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7387,10/19/2016,2016,Meldahl,4,MELUM05,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7110,10/18/2018,2018,Meldahl,4,MELLM04,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7964,11/10/2016,2016,RC Byrd,6,RCBUM05,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
8140,11/10/2016,2016,RC Byrd,6,RCBUM07,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7759,10/29/2018,2018,RC Byrd,6,RCBLM07,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7019,10/4/2016,2016,McAlpine,2,MCAUP03,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7966,11/10/2016,2016,RC Byrd,6,RCBUM05,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7657,11/15/2016,2016,RC Byrd,6,RCBLM05,FALSE,Boat Electrofishing,GizzardShad,220.98,7.787771993,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7464,10/29/2018,2018,RC Byrd,6,MELUM06,FALSE,Boat Electrofishing,GizzardShad,220.98,7.787771993,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7640,10/29/2018,2018,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,GizzardShad,220.98,7.787771993,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7768,10/29/2018,2018,RC Byrd,6,RCBLM07,FALSE,Boat Electrofishing,GizzardShad,220.98,7.787771993,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7236,10/24/2018,2018,Meldahl,4,MELLO02,FALSE,Boat Electrofishing,GizzardShad,223.52,7.804260116,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7298,11/20/2017,2017,Meldahl,4,MELLO04,FALSE,Boat Electrofishing,GizzardShad,226.06,7.820561928,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
7780,10/29/2018,2018,RC Byrd,6,RCBLM07,FALSE,Boat Electrofishing,GizzardShad,228.6,7.836681593,7.5,86.184,Clupeidae,Dorosoma,cepedianum,Herbivore
4481,11/9/2015,2015,Meldahl,4,MELLO01,FALSE,Boat Electrofishing,LargemouthBass,185.42,7.534653056,7.5,86.184,Centrarchidae,Micropterus,salmoides,Piscivore
4482,11/9/2015,2015,Meldahl,4,MELLO01,FALSE,Boat Electrofishing,LargemouthBass,185.42,7.534653056,7.5,86.184,Centrarchidae,Micropterus,salmoides,Piscivore
4138,10/12/2016,2016,Markland,3,MARUM07,FALSE,Boat Electrofishing,LongearSunfish,370.84,8.534653056,8.5,86.184,Centrarchidae,Lepomis,megalotis,Invertivore
9146,10/8/2020,2020,McAlpine,2,MCAUM02,FALSE,Boat Electrofishing,LongnoseGar,358.14,8.484379849,8,86.184,Lepisosteidae,Lepisosteus,osseus,Piscivore
8537,11/6/2018,2018,Greenup,5,GRLM06,FALSE,Boat Electrofishing,Mooneye,218.44,7.771093252,7.5,86.184,Hiodontidae,Hiodon,tergisus,Invertivore
1359,10/18/2017,2017,Markland,3,MARLM06,FALSE,Boat Electrofishing,RiverCarpsucker,185.42,7.534653056,7.5,86.184,Catostomidae,Carpiodes,carpio,Detritivore
9661,10/15/2018,2018,Meldahl,4,MCAUM05,FALSE,Boat Electrofishing,Sauger,215.9,7.754219433,7.5,86.184,Percidae,Sander,canadensis,Piscivore
9727,12/3/2015,2015,Meldahl,4,MELUP03,FALSE,Boat Electrofishing,Sauger,220.98,7.787771993,7.5,86.184,Percidae,Sander,canadensis,Piscivore
9607,11/6/2018,2018,Greenup,5,GRLM06,FALSE,Boat Electrofishing,Sauger,228.6,7.836681593,7.5,86.184,Percidae,Sander,canadensis,Piscivore
8311,10/18/2017,2017,Markland,3,MARLM06,FALSE,Boat Electrofishing,SilverChub,190.5,7.573647187,7.5,86.184,Cyprinidae,Macrhybopsis,storeriana,Invertivore
6224,11/4/2015,2015,Markland,3,MARUM07,FALSE,Boat Electrofishing,SkipjackHerring,231.14,7.852623137,7.5,86.184,Clupeidae,Alosa,chrysochloris,Piscivore
3579,10/9/2020,2020,McAlpine,2,CANUM04,FALSE,Boat Electrofishing,SpottedBass,182.88,7.514753498,7.5,86.184,Centrarchidae,Micropterus,punctulatus,Piscivore
4558,11/20/2017,2017,Meldahl,4,MELLO05,FALSE,Boat Electrofishing,SpottedBass,185.42,7.534653056,7.5,86.184,Centrarchidae,Micropterus,punctulatus,Piscivore
4374,10/4/2016,2016,McAlpine,2,MCAUP06,FALSE,Boat Electrofishing,SpottedBass,193.04,7.59275601,7.5,86.184,Centrarchidae,Micropterus,punctulatus,Piscivore
4060,11/4/2015,2015,Markland,3,MARUM03,FALSE,Boat Electrofishing,SpottedBass,195.58,7.611615038,7.5,86.184,Centrarchidae,Micropterus,punctulatus,Piscivore
3100,11/15/2016,2016,RC Byrd,6,RCBLM04,FALSE,Boat Electrofishing,SpottedSucker,190.5,7.573647187,7.5,86.184,Catostomidae,Minytrema,melanops,Invertivore
998,11/17/2016,2016,Greenup,5,GRUI01,FALSE,Boat Electrofishing,SpottedSucker,205.74,7.6846785,7.5,86.184,Catostomidae,Minytrema,melanops,Invertivore
2685,10/19/2016,2016,Meldahl,4,MELUM05,FALSE,Boat Electrofishing,SpottedSucker,208.28,7.702380502,7.5,86.184,Catostomidae,Minytrema,melanops,Invertivore
758,11/23/2015,2015,Greenup,5,GRELO07,FALSE,Boat Electrofishing,SpottedSucker,210.82,7.719867928,7.5,86.184,Catostomidae,Minytrema,melanops,Invertivore
3103,11/15/2016,2016,RC Byrd,6,RCBLM04,FALSE,Boat Electrofishing,SpottedSucker,210.82,7.719867928,7.5,86.184,Catostomidae,Minytrema,melanops,Invertivore
9540,10/26/2018,2018,RC Byrd,6,RCBUM06,FALSE,Boat Electrofishing,White/StripedBassHybrid,193.04,7.59275601,7.5,86.184,Moronidae,Morone,NA,Piscivore
9467,10/18/2018,2018,Meldahl,4,MELLM06,FALSE,Boat Electrofishing,WhiteBass,193.04,7.59275601,7.5,86.184,Moronidae,Morone,chrysops,Piscivore
3897,10/11/2016,2016,Markland,3,MARLM05,FALSE,Boat Electrofishing,WhiteCrappie,193.04,7.59275601,7.5,86.184,Centrarchidae,Pomoxis,annularis,Piscivore
3859,10/30/2015,2015,Markland,3,MARLM03,FALSE,Boat Electrofishing,WhiteCrappie,195.58,7.611615038,7.5,86.184,Centrarchidae,Pomoxis,annularis,Piscivore
3887,10/30/2015,2015,Markland,3,MARLM05,FALSE,Boat Electrofishing,WhiteCrappie,195.58,7.611615038,7.5,86.184,Centrarchidae,Pomoxis,annularis,Piscivore
4572,11/20/2017,2017,Meldahl,4,MELLO06,FALSE,Boat Electrofishing,WhiteCrappie,195.58,7.611615038,7.5,86.184,Centrarchidae,Pomoxis,annularis,Piscivore
3820,10/29/2015,2015,Markland,3,MARLM02,FALSE,Boat Electrofishing,WhiteCrappie,198.12,7.630230716,7.5,86.184,Centrarchidae,Pomoxis,annularis,Piscivore
3959,10/29/2015,2015,Markland,3,MARLO02,FALSE,Boat Electrofishing,WhiteCrappie,198.12,7.630230716,7.5,86.184,Centrarchidae,Pomoxis,annularis,Piscivore
6507,11/1/2017,2017,McAlpine,2,MCALM04,FALSE,Boat Electrofishing,GizzardShad,215.0001161,7.748193629,7.5,87.00135998,Clupeidae,Dorosoma,cepedianum,Herbivore
2020,11/2/2017,2017,McAlpine,2,MCALO01,FALSE,Boat Electrofishing,GoldenRedhorse,200.000108,7.643856969,7.5,87.00135998,Catostomidae,Moxostoma,erythrurum,Invertivore
7978,11/17/2017,2017,RC Byrd,6,RCBUM05,FALSE,Boat Electrofishing,GizzardShad,216.0001166,7.754888281,7.5,88.00137562,Clupeidae,Dorosoma,cepedianum,Herbivore
5437,11/15/2017,2017,Greenup,5,GRUI01,FALSE,Boat Electrofishing,GizzardShad,220.0001188,7.781360493,7.5,88.00137562,Clupeidae,Dorosoma,cepedianum,Herbivore
7071,10/31/2017,2017,McAlpine,2,MCAUP06,FALSE,Boat Electrofishing,GizzardShad,221.0001193,7.787903338,7.5,88.00137562,Clupeidae,Dorosoma,cepedianum,Herbivore
6573,11/1/2017,2017,McAlpine,2,MCALM06,FALSE,Boat Electrofishing,GizzardShad,223.0001204,7.800900679,7.5,88.00137562,Clupeidae,Dorosoma,cepedianum,Herbivore
4673,11/6/2017,2017,RC Byrd,6,RCBLM04,FALSE,Boat Electrofishing,LargemouthBass,189.0001021,7.562243203,7.5,88.00137562,Centrarchidae,Micropterus,salmoides,Piscivore
3659,11/14/2017,2017,Greenup,5,GRELO01,FALSE,Boat Electrofishing,LargemouthBass,199.0001075,7.6366254,7.5,88.00137562,Centrarchidae,Micropterus,salmoides,Piscivore
8536,11/13/2017,2017,Greenup,5,GREUM10,FALSE,Boat Electrofishing,Mooneye,220.0001188,7.781360493,7.5,88.00137562,Hiodontidae,Hiodon,tergisus,Invertivore
6450,11/1/2017,2017,McAlpine,2,MCALM03,FALSE,Boat Electrofishing,GizzardShad,211.0001139,7.721099968,7.5,90.00140688,Clupeidae,Dorosoma,cepedianum,Herbivore
6776,11/2/2017,2017,McAlpine,2,MCALO07,FALSE,Boat Electrofishing,GizzardShad,220.0001188,7.781360493,7.5,90.00140688,Clupeidae,Dorosoma,cepedianum,Herbivore
7882,11/17/2017,2017,RC Byrd,6,RCBUM02,FALSE,Boat Electrofishing,GizzardShad,220.0001188,7.781360493,7.5,90.00140688,Clupeidae,Dorosoma,cepedianum,Herbivore
7072,10/31/2017,2017,McAlpine,2,MCAUP06,FALSE,Boat Electrofishing,GizzardShad,224.000121,7.807355701,7.5,90.00140688,Clupeidae,Dorosoma,cepedianum,Herbivore
7883,11/17/2017,2017,RC Byrd,6,RCBUM02,FALSE,Boat Electrofishing,GizzardShad,224.000121,7.807355701,7.5,90.00140688,Clupeidae,Dorosoma,cepedianum,Herbivore
7031,10/30/2017,2017,McAlpine,2,MCAUP04,FALSE,Boat Electrofishing,GizzardShad,227.0001226,7.826549266,7.5,90.00140688,Clupeidae,Dorosoma,cepedianum,Herbivore
3172,11/6/2017,2017,RC Byrd,6,RCBLM06,FALSE,Boat Electrofishing,RiverRedhorse,224.000121,7.807355701,7.5,90.00140688,Catostomidae,Moxostoma,carinatum,Invertivore
6918,10/31/2017,2017,McAlpine,2,MCAUM07,FALSE,Boat Electrofishing,SkipjackHerring,223.0001204,7.800900679,7.5,90.00140688,Clupeidae,Alosa,chrysochloris,Piscivore
4693,11/6/2017,2017,RC Byrd,6,RCBLM07,FALSE,Boat Electrofishing,SpottedBass,195.0001053,7.607331093,7.5,90.00140688,Centrarchidae,Micropterus,punctulatus,Piscivore
3112,11/6/2017,2017,RC Byrd,6,RCBLM04,FALSE,Boat Electrofishing,SpottedSucker,211.0001139,7.721099968,7.5,90.00140688,Catostomidae,Minytrema,melanops,Invertivore
4689,11/10/2015,2015,Meldahl,4,RCBLM07,FALSE,Boat Electrofishing,BlackCrappie,297.18,8.215193217,8,90.72,Centrarchidae,Pomoxis,nigromaculatus,Piscivore
8603,11/3/2016,2016,Cannelton,1,CANUM02,FALSE,Boat Electrofishing,ChannelCatfish,228.6,7.836681593,7.5,90.72,Ictaluridae,Ictalurus,punctatus,Omnivore
10176,10/16/2017,2017,Markland,3,MARLO05,FALSE,Boat Electrofishing,FreshwaterDrum,203.2,7.666756592,7.5,90.72,Sciaenidae,Aplodinotus,grunniens,Invertivore
5129,10/21/2020,2020,Cannelton,1,CANUP03,FALSE,Boat Electrofishing,GizzardShad,182.88,7.514753498,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5121,10/17/2019,2019,Cannelton,1,CANUP03,TRUE,Boat Electrofishing,GizzardShad,185.42,7.534653056,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4762,10/3/2017,2017,Cannelton,1,CANLM03,TRUE,Boat Electrofishing,GizzardShad,187.96,7.554281863,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4788,10/23/2018,2018,Cannelton,1,CANLM04,TRUE,Boat Electrofishing,GizzardShad,190.5,7.573647187,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4789,10/23/2018,2018,Cannelton,1,CANLM04,TRUE,Boat Electrofishing,GizzardShad,190.5,7.573647187,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4801,10/7/2020,2020,Cannelton,1,CANLM04,TRUE,Boat Electrofishing,GizzardShad,190.5,7.573647187,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5117,10/21/2020,2020,Cannelton,1,CANUP02,FALSE,Boat Electrofishing,GizzardShad,190.5,7.573647187,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6015,10/16/2017,2017,Markland,3,MARLO06,FALSE,Boat Electrofishing,GizzardShad,195.58,7.611615038,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6801,10/8/2020,2020,McAlpine,2,MCAUM01,FALSE,Boat Electrofishing,GizzardShad,195.58,7.611615038,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7081,10/15/2019,2019,McAlpine,2,MCAUP07,FALSE,Boat Electrofishing,GizzardShad,200.66,7.648609245,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4954,10/22/2018,2018,Cannelton,1,CANLO05,TRUE,Boat Electrofishing,GizzardShad,203.2,7.666756592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5785,10/29/2015,2015,Markland,3,MARLO01,FALSE,Boat Electrofishing,GizzardShad,203.2,7.666756592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6755,10/25/2019,2019,McAlpine,2,MCALO06,FALSE,Boat Electrofishing,GizzardShad,203.2,7.666756592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7006,10/9/2020,2020,McAlpine,2,MCAUP02,FALSE,Boat Electrofishing,GizzardShad,203.2,7.666756592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4878,10/31/2016,2016,Cannelton,1,CANLO03,FALSE,Boat Electrofishing,GizzardShad,205.74,7.6846785,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4791,10/23/2018,2018,Cannelton,1,CANLM04,TRUE,Boat Electrofishing,GizzardShad,205.74,7.6846785,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4987,10/13/2020,2020,Cannelton,1,CANLO06,TRUE,Boat Electrofishing,GizzardShad,205.74,7.6846785,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5524,10/28/2019,2019,Markland,3,MARLM01,FALSE,Boat Electrofishing,GizzardShad,205.74,7.6846785,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6758,10/25/2019,2019,McAlpine,2,MCALO06,FALSE,Boat Electrofishing,GizzardShad,205.74,7.6846785,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5086,10/4/2017,2017,Cannelton,1,CANUM05,FALSE,Boat Electrofishing,GizzardShad,208.28,7.702380502,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5025,10/6/2020,2020,Cannelton,1,CANUM02,TRUE,Boat Electrofishing,GizzardShad,208.28,7.702380502,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5169,11/5/2018,2018,Greenup,5,GRELM02,FALSE,Boat Electrofishing,GizzardShad,208.28,7.702380502,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5954,10/10/2016,2016,Markland,3,MARLO05,FALSE,Boat Electrofishing,GizzardShad,208.28,7.702380502,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5918,10/16/2017,2017,Markland,3,MARLO04,FALSE,Boat Electrofishing,GizzardShad,208.28,7.702380502,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6871,10/8/2020,2020,McAlpine,2,MCAUM05,FALSE,Boat Electrofishing,GizzardShad,208.28,7.702380502,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7061,10/9/2020,2020,McAlpine,2,MCAUP05,FALSE,Boat Electrofishing,GizzardShad,208.28,7.702380502,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7279,11/20/2017,2017,Meldahl,4,MELLO03,FALSE,Boat Electrofishing,GizzardShad,208.28,7.702380502,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4879,10/31/2016,2016,Cannelton,1,CANLO03,FALSE,Boat Electrofishing,GizzardShad,210.82,7.719867928,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4898,10/31/2016,2016,Cannelton,1,CANLO04,FALSE,Boat Electrofishing,GizzardShad,210.82,7.719867928,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4941,10/31/2016,2016,Cannelton,1,CANLO05,FALSE,Boat Electrofishing,GizzardShad,210.82,7.719867928,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5660,10/11/2016,2016,Markland,3,MARLM05,FALSE,Boat Electrofishing,GizzardShad,210.82,7.719867928,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6105,10/12/2016,2016,Markland,3,MARUM04,FALSE,Boat Electrofishing,GizzardShad,210.82,7.719867928,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5695,10/18/2017,2017,Markland,3,MARLM06,FALSE,Boat Electrofishing,GizzardShad,210.82,7.719867928,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6241,10/17/2017,2017,Markland,3,MARUM07,FALSE,Boat Electrofishing,GizzardShad,210.82,7.719867928,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5631,11/6/2019,2019,Markland,3,MARLM03,FALSE,Boat Electrofishing,GizzardShad,210.82,7.719867928,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5079,10/9/2020,2020,McAlpine,2,CANUM04,FALSE,Boat Electrofishing,GizzardShad,210.82,7.719867928,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7616,11/15/2016,2016,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,GizzardShad,210.82,7.719867928,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4758,11/2/2016,2016,Cannelton,1,CANLM03,FALSE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4793,10/23/2018,2018,Cannelton,1,CANLM04,TRUE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4920,10/22/2018,2018,Cannelton,1,CANLO04,TRUE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5027,10/6/2020,2020,Cannelton,1,CANUM02,TRUE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5028,10/6/2020,2020,Cannelton,1,CANUM02,TRUE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5366,11/6/2018,2018,Greenup,5,GRELO07,FALSE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5875,10/26/2015,2015,Markland,3,MARLO04,FALSE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6234,10/12/2016,2016,Markland,3,MARUM07,FALSE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5563,10/17/2017,2017,Markland,3,MARLM02,FALSE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5815,10/16/2017,2017,Markland,3,MARLO01,FALSE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5970,10/16/2017,2017,Markland,3,MARLO05,FALSE,Boat Electrofishing,GizzardShad,213.36,7.73714592,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4759,11/2/2016,2016,Cannelton,1,CANLM03,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5091,11/4/2016,2016,Cannelton,1,CANUP01,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4982,10/22/2018,2018,Cannelton,1,CANLO06,TRUE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4989,10/13/2020,2020,Cannelton,1,CANLO06,TRUE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5619,10/18/2017,2017,Markland,3,MARLM03,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5704,10/16/2017,2017,Markland,3,MARLM07,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6207,10/17/2017,2017,Markland,3,MARUM06,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6321,10/16/2017,2017,Markland,3,MARUP06,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6215,11/19/2019,2019,Markland,3,MARUM06,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7621,11/15/2016,2016,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7622,11/15/2016,2016,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7962,11/10/2016,2016,RC Byrd,6,RCBUM05,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
8117,11/10/2016,2016,RC Byrd,6,RCBUM06,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
8118,11/10/2016,2016,RC Byrd,6,RCBUM06,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7688,10/29/2018,2018,RC Byrd,6,RCBLM05,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7722,10/29/2018,2018,RC Byrd,6,RCBLM06,FALSE,Boat Electrofishing,GizzardShad,215.9,7.754219433,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4888,10/2/2017,2017,Cannelton,1,CANLO03,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
4990,10/13/2020,2020,Cannelton,1,CANLO06,TRUE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5877,10/26/2015,2015,Markland,3,MARLO04,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5732,10/18/2017,2017,Markland,3,MARLM08,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5923,10/16/2017,2017,Markland,3,MARLO04,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6209,10/17/2017,2017,Markland,3,MARUM06,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5938,11/18/2019,2019,Markland,3,MARLO04,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7507,11/1/2016,2016,Meldahl,4,MELUP01,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
6882,10/15/2018,2018,Meldahl,4,MCAUM05,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7325,10/15/2018,2018,Meldahl,4,MELLO04,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7326,10/15/2018,2018,Meldahl,4,MELLO04,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
7624,11/15/2016,2016,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
8141,11/10/2016,2016,RC Byrd,6,RCBUM07,FALSE,Boat Electrofishing,GizzardShad,218.44,7.771093252,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5154,11/2/2016,2016,Cannelton,1,CANUP06,FALSE,Boat Electrofishing,GizzardShad,220.98,7.787771993,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5385,11/17/2016,2016,Greenup,5,GREUM07,FALSE,Boat Electrofishing,GizzardShad,220.98,7.787771993,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
5171,11/5/2018,2018,Greenup,5,GRELM02,FALSE,Boat Electrofishing,GizzardShad,220.98,7.787771993,7.5,90.72,Clupeidae,Dorosoma,cepedianum,Herbivore
