"","...1","laufnummer","site","location_old","order","family","size","ecomorphology","area_pool","human_influence","location","method"
"3597",3597,111,"Hemishofen","Pool","Amphipoda","Gammaridae",8,2,249,39087.44309631,"beaver","kick_net"
"3598",3598,111,"Hemishofen","Pool","Amphipoda","Gammaridae",8,2,249,39087.44309631,"beaver","kick_net"
"3599",3599,111,"Hemishofen","Pool","Amphipoda","Gammaridae",9,2,249,39087.44309631,"beaver","kick_net"
"3600",3600,111,"Hemishofen","Pool","Amphipoda","Gammaridae",9,2,249,39087.44309631,"beaver","kick_net"
"3601",3601,111,"Hemishofen","Pool","Amphipoda","Gammaridae",10,2,249,39087.44309631,"beaver","kick_net"
"3602",3602,111,"Hemishofen","Pool","Amphipoda","Gammaridae",10,2,249,39087.44309631,"beaver","kick_net"
"3603",3603,111,"Hemishofen","Pool","Amphipoda","Gammaridae",11,2,249,39087.44309631,"beaver","kick_net"
"3604",3604,111,"Hemishofen","Pool","Amphipoda","Gammaridae",11,2,249,39087.44309631,"beaver","kick_net"
"3605",3605,111,"Hemishofen","Pool","Amphipoda","Gammaridae",11,2,249,39087.44309631,"beaver","kick_net"
"3606",3606,111,"Hemishofen","Pool","Amphipoda","Gammaridae",12,2,249,39087.44309631,"beaver","kick_net"
"3607",3607,111,"Hemishofen","Pool","Amphipoda","Gammaridae",13,2,249,39087.44309631,"beaver","kick_net"
"3608",3608,111,"Hemishofen","Pool","Diptera","Simuliidae",5,2,249,39087.44309631,"beaver","kick_net"
"3609",3609,111,"Hemishofen","Pool","Diptera","Simuliidae",6,2,249,39087.44309631,"beaver","kick_net"
"3610",3610,111,"Hemishofen","Pool","Diptera","Simuliidae",6,2,249,39087.44309631,"beaver","kick_net"
"3611",3611,111,"Hemishofen","Pool","Diptera","Simuliidae",6,2,249,39087.44309631,"beaver","kick_net"
"3612",3612,111,"Hemishofen","Pool","Coleoptera","Scirtidae",4,2,249,39087.44309631,"beaver","kick_net"
"3613",3613,111,"Hemishofen","Pool","Coleoptera","Scirtidae",5,2,249,39087.44309631,"beaver","kick_net"
"3614",3614,111,"Hemishofen","Pool","Coleoptera","Scirtidae",5,2,249,39087.44309631,"beaver","kick_net"
"3615",3615,111,"Hemishofen","Pool","Coleoptera","Scirtidae",5,2,249,39087.44309631,"beaver","kick_net"
"3616",3616,111,"Hemishofen","Pool","Coleoptera","Scirtidae",6,2,249,39087.44309631,"beaver","kick_net"
"3617",3617,111,"Hemishofen","Pool","Coleoptera","Scirtidae",6,2,249,39087.44309631,"beaver","kick_net"
"3618",3618,111,"Hemishofen","Pool","Coleoptera","Scirtidae",6,2,249,39087.44309631,"beaver","kick_net"
"3619",3619,111,"Hemishofen","Pool","Trichoptera","Limnephilidae",15,2,249,39087.44309631,"beaver","kick_net"
"3620",3620,111,"Hemishofen","Pool","Ephemeroptera","Leptophlebiidae",6,2,249,39087.44309631,"beaver","kick_net"
"3621",3621,111,"Hemishofen","Pool","Ephemeroptera","Leptophlebiidae",6,2,249,39087.44309631,"beaver","kick_net"
"3622",3622,111,"Hemishofen","Pool","Ephemeroptera","Leptophlebiidae",6,2,249,39087.44309631,"beaver","kick_net"
"3623",3623,111,"Hemishofen","Pool","Ephemeroptera","Leptophlebiidae",7,2,249,39087.44309631,"beaver","kick_net"
"3624",3624,111,"Hemishofen","Pool","Ephemeroptera","Baetidae",6,2,249,39087.44309631,"beaver","kick_net"
"3625",3625,111,"Hemishofen","Pool","Ephemeroptera","Baetidae",6,2,249,39087.44309631,"beaver","kick_net"
"3626",3626,111,"Hemishofen","Pool","Ephemeroptera","Baetidae",6,2,249,39087.44309631,"beaver","kick_net"
"3627",3627,111,"Hemishofen","Pool","Ephemeroptera","Baetidae",7,2,249,39087.44309631,"beaver","kick_net"
"3628",3628,111,"Hemishofen","Pool","Ephemeroptera","Heptageniidae",7,2,249,39087.44309631,"beaver","kick_net"
"3629",3629,111,"Hemishofen","Pool","Ephemeroptera","Heptageniidae",12,2,249,39087.44309631,"beaver","kick_net"
"3630",3630,111,"Hemishofen","Pool","Oligochaeta",NA,10,2,249,39087.44309631,"beaver","kick_net"
"3631",3631,111,"Hemishofen","Pool","Oligochaeta",NA,16,2,249,39087.44309631,"beaver","kick_net"
"3632",3632,111,"Hemishofen","Pool","Diptera","Chironomidae",6,2,249,39087.44309631,"beaver","kick_net"
"3633",3633,111,"Hemishofen","Pool","Diptera","Chironomidae",7,2,249,39087.44309631,"beaver","kick_net"
"3634",3634,111,"Hemishofen","Pool","Ephemeroptera","Ephemeridae",19,2,249,39087.44309631,"beaver","kick_net"
"3635",3635,112,"Hemishofen","Outflow","Ephemeroptera","Ephemeridae",17,2,249,39087.44309631,"beaver","kick_net"
"3636",3636,112,"Hemishofen","Outflow","Trichoptera","Rhyacophilidae",10,2,249,39087.44309631,"beaver","kick_net"
"3637",3637,112,"Hemishofen","Outflow","Trichoptera","Rhyacophilidae",11,2,249,39087.44309631,"beaver","kick_net"
"3638",3638,112,"Hemishofen","Outflow","Ephemeroptera","Baetidae",2,2,249,39087.44309631,"beaver","kick_net"
"3639",3639,112,"Hemishofen","Outflow","Ephemeroptera","Baetidae",3,2,249,39087.44309631,"beaver","kick_net"
"3640",3640,112,"Hemishofen","Outflow","Ephemeroptera","Baetidae",3,2,249,39087.44309631,"beaver","kick_net"
"3641",3641,112,"Hemishofen","Outflow","Ephemeroptera","Baetidae",4,2,249,39087.44309631,"beaver","kick_net"
"3642",3642,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",2,2,249,39087.44309631,"beaver","kick_net"
"3643",3643,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",2,2,249,39087.44309631,"beaver","kick_net"
"3644",3644,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",4,2,249,39087.44309631,"beaver","kick_net"
"3645",3645,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",4,2,249,39087.44309631,"beaver","kick_net"
"3646",3646,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",4,2,249,39087.44309631,"beaver","kick_net"
"3647",3647,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",4,2,249,39087.44309631,"beaver","kick_net"
"3648",3648,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",5,2,249,39087.44309631,"beaver","kick_net"
"3649",3649,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",6,2,249,39087.44309631,"beaver","kick_net"
"3650",3650,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",6,2,249,39087.44309631,"beaver","kick_net"
"3651",3651,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",8,2,249,39087.44309631,"beaver","kick_net"
"3652",3652,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",8,2,249,39087.44309631,"beaver","kick_net"
"3653",3653,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",8,2,249,39087.44309631,"beaver","kick_net"
"3654",3654,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",8,2,249,39087.44309631,"beaver","kick_net"
"3655",3655,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",8,2,249,39087.44309631,"beaver","kick_net"
"3656",3656,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",8,2,249,39087.44309631,"beaver","kick_net"
"3657",3657,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",8,2,249,39087.44309631,"beaver","kick_net"
"3658",3658,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",9,2,249,39087.44309631,"beaver","kick_net"
"3659",3659,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",9,2,249,39087.44309631,"beaver","kick_net"
"3660",3660,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",12,2,249,39087.44309631,"beaver","kick_net"
"3661",3661,112,"Hemishofen","Outflow","Amphipoda","Gammaridae",12,2,249,39087.44309631,"beaver","kick_net"
"3662",3662,112,"Hemishofen","Outflow","Diptera","Simuliidae",6,2,249,39087.44309631,"beaver","kick_net"
"3663",3663,112,"Hemishofen","Outflow","Diptera","Simuliidae",6,2,249,39087.44309631,"beaver","kick_net"
"3664",3664,112,"Hemishofen","Outflow","Diptera","Simuliidae",6,2,249,39087.44309631,"beaver","kick_net"
"3665",3665,112,"Hemishofen","Outflow","Diptera","Simuliidae",6,2,249,39087.44309631,"beaver","kick_net"
"3666",3666,112,"Hemishofen","Outflow","Diptera","Simuliidae",7,2,249,39087.44309631,"beaver","kick_net"
"3667",3667,112,"Hemishofen","Outflow","Diptera","Chironomidae",2,2,249,39087.44309631,"beaver","kick_net"
"3668",3668,112,"Hemishofen","Outflow","Diptera","Chironomidae",2,2,249,39087.44309631,"beaver","kick_net"
"3669",3669,112,"Hemishofen","Outflow","Diptera","Chironomidae",2,2,249,39087.44309631,"beaver","kick_net"
"3670",3670,112,"Hemishofen","Outflow","Diptera","Chironomidae",2,2,249,39087.44309631,"beaver","kick_net"
"3671",3671,112,"Hemishofen","Outflow","Diptera","Chironomidae",3,2,249,39087.44309631,"beaver","kick_net"
"3672",3672,112,"Hemishofen","Outflow","Diptera","Chironomidae",3,2,249,39087.44309631,"beaver","kick_net"
"3673",3673,112,"Hemishofen","Outflow","Diptera","Chironomidae",3,2,249,39087.44309631,"beaver","kick_net"
"3674",3674,112,"Hemishofen","Outflow","Diptera","Chironomidae",3,2,249,39087.44309631,"beaver","kick_net"
"3675",3675,112,"Hemishofen","Outflow","Diptera","Chironomidae",3,2,249,39087.44309631,"beaver","kick_net"
"3676",3676,112,"Hemishofen","Outflow","Diptera","Chironomidae",3,2,249,39087.44309631,"beaver","kick_net"
"3677",3677,112,"Hemishofen","Outflow","Diptera","Chironomidae",4,2,249,39087.44309631,"beaver","kick_net"
"3678",3678,112,"Hemishofen","Outflow","Diptera","Chironomidae",4,2,249,39087.44309631,"beaver","kick_net"
"3679",3679,112,"Hemishofen","Outflow","Diptera","Chironomidae",5,2,249,39087.44309631,"beaver","kick_net"
"3680",3680,112,"Hemishofen","Outflow","Diptera","Chironomidae",6,2,249,39087.44309631,"beaver","kick_net"
"3681",3681,112,"Hemishofen","Outflow","Diptera","Chironomidae",6,2,249,39087.44309631,"beaver","kick_net"
"3682",3682,112,"Hemishofen","Outflow","Oligochaeta",NA,4,2,249,39087.44309631,"beaver","kick_net"
"3683",3683,112,"Hemishofen","Outflow","Oligochaeta",NA,4,2,249,39087.44309631,"beaver","kick_net"
"3684",3684,112,"Hemishofen","Outflow","Oligochaeta",NA,5,2,249,39087.44309631,"beaver","kick_net"
"3685",3685,112,"Hemishofen","Outflow","Oligochaeta",NA,5,2,249,39087.44309631,"beaver","kick_net"
"3686",3686,112,"Hemishofen","Outflow","Oligochaeta",NA,6,2,249,39087.44309631,"beaver","kick_net"
"3687",3687,112,"Hemishofen","Outflow","Oligochaeta",NA,6,2,249,39087.44309631,"beaver","kick_net"
"3688",3688,112,"Hemishofen","Outflow","Oligochaeta",NA,8,2,249,39087.44309631,"beaver","kick_net"
"3689",3689,112,"Hemishofen","Outflow","Oligochaeta",NA,8,2,249,39087.44309631,"beaver","kick_net"
"3690",3690,112,"Hemishofen","Outflow","Oligochaeta",NA,17,2,249,39087.44309631,"beaver","kick_net"
"3691",3691,112,"Hemishofen","Outflow","Oligochaeta",NA,19,2,249,39087.44309631,"beaver","kick_net"
"3692",3692,112,"Hemishofen","Outflow","Coleoptera","Scirtidae",4,2,249,39087.44309631,"beaver","kick_net"
"3693",3693,112,"Hemishofen","Outflow","Ephemeroptera","Leptophlebiidae",6,2,249,39087.44309631,"beaver","kick_net"
"3694",3694,112,"Hemishofen","Outflow","Ephemeroptera","Leptophlebiidae",7,2,249,39087.44309631,"beaver","kick_net"
"3695",3695,112,"Hemishofen","Outflow","Ephemeroptera","Leptophlebiidae",7,2,249,39087.44309631,"beaver","kick_net"
"3696",3696,113,"Nider","Control","Oligochaeta",NA,6,1,30231,24.2948159790324,"Control","kick_net"
"3697",3697,113,"Nider","Control","Oligochaeta",NA,7,1,30231,24.2948159790324,"Control","kick_net"
"3698",3698,113,"Nider","Control","Oligochaeta",NA,12,1,30231,24.2948159790324,"Control","kick_net"
"3699",3699,113,"Nider","Control","Gastropoda","Hydrobiidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3700",3700,113,"Nider","Control","Gastropoda","Hydrobiidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3701",3701,113,"Nider","Control","Gastropoda","Hydrobiidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3702",3702,113,"Nider","Control","Amphipoda","Gammaridae",6,1,30231,24.2948159790324,"Control","kick_net"
"3703",3703,113,"Nider","Control","Amphipoda","Gammaridae",7,1,30231,24.2948159790324,"Control","kick_net"
"3704",3704,113,"Nider","Control","Ephemeroptera","Baetidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3705",3705,113,"Nider","Control","Ephemeroptera","Baetidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3706",3706,113,"Nider","Control","Ephemeroptera","Baetidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3707",3707,113,"Nider","Control","Ephemeroptera","Baetidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3708",3708,113,"Nider","Control","Ephemeroptera","Baetidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3709",3709,113,"Nider","Control","Ephemeroptera","Ephemerellidae",7,1,30231,24.2948159790324,"Control","kick_net"
"3710",3710,113,"Nider","Control","Coleoptera","Elmidae",1,1,30231,24.2948159790324,"Control","kick_net"
"3711",3711,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3712",3712,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3713",3713,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3714",3714,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3715",3715,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3716",3716,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3717",3717,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3718",3718,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3719",3719,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3720",3720,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3721",3721,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3722",3722,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3723",3723,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3724",3724,113,"Nider","Control","Coleoptera","Elmidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3725",3725,113,"Nider","Control","Coleoptera","Elmidae",5,1,30231,24.2948159790324,"Control","kick_net"
"3726",3726,113,"Nider","Control","Coleoptera","Elmidae",5,1,30231,24.2948159790324,"Control","kick_net"
"3727",3727,113,"Nider","Control","Coleoptera","Elmidae",5,1,30231,24.2948159790324,"Control","kick_net"
"3728",3728,113,"Nider","Control","Trichoptera","Lepidostomatidae",8,1,30231,24.2948159790324,"Control","kick_net"
"3729",3729,113,"Nider","Control","Trichoptera","Limnephilidae",16,1,30231,24.2948159790324,"Control","kick_net"
"3730",3730,113,"Nider","Control","Diptera","Chironomidae",7,1,30231,24.2948159790324,"Control","kick_net"
"3731",3731,113,"Nider","Control","Oligochaeta",NA,14,1,30231,24.2948159790324,"Control","kick_net"
"3732",3732,113,"Nider","Control","Oligochaeta",NA,16,1,30231,24.2948159790324,"Control","kick_net"
"3733",3733,113,"Nider","Control","Oligochaeta",NA,26,1,30231,24.2948159790324,"Control","kick_net"
"3734",3734,113,"Nider","Control","Oligochaeta",NA,35,1,30231,24.2948159790324,"Control","kick_net"
"3735",3735,113,"Nider","Control","Gastropoda","Hydrobiidae",1,1,30231,24.2948159790324,"Control","kick_net"
"3736",3736,113,"Nider","Control","Gastropoda","Hydrobiidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3737",3737,113,"Nider","Control","Gastropoda","Hydrobiidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3738",3738,113,"Nider","Control","Gastropoda","Hydrobiidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3739",3739,113,"Nider","Control","Gastropoda","Hydrobiidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3740",3740,113,"Nider","Control","Gastropoda","Hydrobiidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3741",3741,113,"Nider","Control","Gastropoda","Hydrobiidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3742",3742,113,"Nider","Control","Gastropoda","Hydrobiidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3743",3743,113,"Nider","Control","Gastropoda","Hydrobiidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3744",3744,113,"Nider","Control","Gastropoda","Hydrobiidae",12,1,30231,24.2948159790324,"Control","kick_net"
"3745",3745,113,"Nider","Control","Bivalvia","Sphaeriidae",1,1,30231,24.2948159790324,"Control","kick_net"
"3746",3746,113,"Nider","Control","Bivalvia","Sphaeriidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3747",3747,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3748",3748,113,"Nider","Control","Amphipoda","Gammaridae",6,1,30231,24.2948159790324,"Control","kick_net"
"3749",3749,113,"Nider","Control","Amphipoda","Gammaridae",11,1,30231,24.2948159790324,"Control","kick_net"
"3750",3750,113,"Nider","Control","Amphipoda","Gammaridae",12,1,30231,24.2948159790324,"Control","kick_net"
"3751",3751,113,"Nider","Control","Ephemeroptera","Caenidae",5,1,30231,24.2948159790324,"Control","kick_net"
"3752",3752,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3753",3753,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3754",3754,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3755",3755,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3756",3756,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3757",3757,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3758",3758,113,"Nider","Control","Coleoptera","Elmidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3759",3759,113,"Nider","Control","Coleoptera","Elmidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3760",3760,113,"Nider","Control","Coleoptera","Elmidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3761",3761,113,"Nider","Control","Coleoptera","Elmidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3762",3762,113,"Nider","Control","Coleoptera","Elmidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3763",3763,113,"Nider","Control","Coleoptera","Elmidae",6,1,30231,24.2948159790324,"Control","kick_net"
"3764",3764,113,"Nider","Control","Coleoptera","Elmidae",7,1,30231,24.2948159790324,"Control","kick_net"
"3765",3765,113,"Nider","Control","Diptera","Ceratopogonidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3766",3766,113,"Nider","Control","Diptera","Ceratopogonidae",5,1,30231,24.2948159790324,"Control","kick_net"
"3767",3767,113,"Nider","Control","Diptera","Chironomidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3768",3768,113,"Nider","Control","Diptera","Chironomidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3769",3769,113,"Nider","Control","Diptera","Chironomidae",7,1,30231,24.2948159790324,"Control","kick_net"
"3770",3770,113,"Nider","Control","Gastropoda","Hydrobiidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3771",3771,113,"Nider","Control","Gastropoda","Hydrobiidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3772",3772,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3773",3773,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3774",3774,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3775",3775,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3776",3776,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3777",3777,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3778",3778,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3779",3779,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3780",3780,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3781",3781,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3782",3782,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3783",3783,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3784",3784,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3785",3785,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3786",3786,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3787",3787,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3788",3788,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3789",3789,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3790",3790,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3791",3791,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3792",3792,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3793",3793,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3794",3794,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3795",3795,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3796",3796,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3797",3797,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3798",3798,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3799",3799,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3800",3800,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3801",3801,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3802",3802,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3803",3803,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3804",3804,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3805",3805,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3806",3806,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3807",3807,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3808",3808,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3809",3809,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3810",3810,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3811",3811,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3812",3812,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3813",3813,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3814",3814,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3815",3815,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3816",3816,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3817",3817,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3818",3818,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3819",3819,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3820",3820,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3821",3821,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3822",3822,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3823",3823,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3824",3824,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3825",3825,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3826",3826,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3827",3827,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3828",3828,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3829",3829,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3830",3830,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3831",3831,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3832",3832,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3833",3833,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3834",3834,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3835",3835,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3836",3836,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3837",3837,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3838",3838,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3839",3839,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
